rosbagTimestamp,data
1653996888624566842,0.0
1653996888653596368,0.0282455893318
1653996888713145851,0.0673204609388
1653996888722767672,0.0987449104592
1653996888753374801,0.129142210471
1653996888789257005,0.163629974789
1653996888823770586,0.197932414836
1653996888851852972,0.225907392781
1653996888887562847,0.259407474852
1653996888923175842,0.292473187877
1653996888954572635,0.322186845837
1653996888984209040,0.351255274202
1653996889022652954,0.385235652977
1653996889052099364,0.413224140754
1653996889083508131,0.441771912977
1653996889122239415,0.477229110324
1653996889152095303,0.502718468581
1653996889183131874,0.530110496981
1653996889216239650,0.558912431904
1653996889249747127,0.587043315511
1653996889285262218,0.616441636758
1653996889312918435,0.640705190356
1653996889350681783,0.672401839373
1653996889382604997,0.69803590341
1653996889413831130,0.722423775269
1653996889445104747,0.747709623981
1653996889483765508,0.778159407521
1653996889521510553,0.806756194759
1653996889544328963,0.824942270651
1653996889578272107,0.85113190993
1653996889613200096,0.876823718895
1653996889647538926,0.902552715531
1653996889681166215,0.926857670956
1653996889710847744,0.948434745414
1653996889743708528,0.971290954969
1653996889778695751,0.994617670448
1653996889811351575,1.01768988042
1653996889843426582,1.03936502867
1653996889878085125,1.06171148368
1653996889911133789,1.08342873624
1653996889944322109,1.10436235362
1653996889975823033,1.12399857753
1653996890009884525,1.1454666563
1653996890044519433,1.16624750789
1653996890077630605,1.18523882162
1653996890108042545,1.20366312055
1653996890142479803,1.22329723033
1653996890174903334,1.24155725749
1653996890203886078,1.25739228343
1653996890242246793,1.27757203185
1653996890274580552,1.29497170679
1653996890307700487,1.3120736613
1653996890339022863,1.32801489969
1653996890373965359,1.34481256906
1653996890404857313,1.35923547997
1653996890440050361,1.37528001078
1653996890472578563,1.39076065209
1653996890504879274,1.40570030792
1653996890537980290,1.41983897166
1653996890572540748,1.43426412761
1653996890603110134,1.44718003264
1653996890633019808,1.45891752874
1653996890672432008,1.47395500733
1653996890703290029,1.48551509845
1653996890732338368,1.49650831233
1653996890770001622,1.50940093126
1653996890802446418,1.52090339694
1653996890832863369,1.5306469088
1653996890865758368,1.5409984221
1653996890900040790,1.55185877099
1653996890932139809,1.56117450321
1653996890962425086,1.57003189019
1653996891002225477,1.58013404886
1653996891032942096,1.58849206159
1653996891064966751,1.59656772822
1653996891095473404,1.60378652131
1653996891132576919,1.61187520719
1653996891164937788,1.61891254289
1653996891198481915,1.62558349283
1653996891229784348,1.6316177032
1653996891265776028,1.63785716631
1653996891293836659,1.64240184118
1653996891330619698,1.64815796338
1653996891362705925,1.65298982072
1653996891393517547,1.65705292879
1653996891425077259,1.66092260968
1653996891462872394,1.66496687385
1653996891493052453,1.66786573176
1653996891527629378,1.67090348571
1653996891558943518,1.67325891022
1653996891593147307,1.67537956186
1653996891625595165,1.67710029812
1653996891659419008,1.67853840612
1653996891690873254,1.679455804
1653996891723147898,1.68008741913
1653996891755643380,1.68033858747
1653996891790961349,1.68021493794
1653996891823643836,1.67973715605
1653996891856079042,1.67890671541
1653996891890819699,1.67766476862
1653996891925316234,1.67605600271
1653996891960110601,1.67400748319
1653996891992995356,1.67167860326
1653996892022082919,1.6691660908
1653996892055248814,1.66652607353
1653996892091133752,1.6625891205
1653996892122573105,1.65899256498
