rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653996876305564592,,,"""distance-confidence""",2,0,0,"[1045.0, 100.0]"
1653996876385062710,,,"""distance-confidence""",2,0,0,"[1045.0, 100.0]"
1653996876463821334,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996876545046250,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996876621756674,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996876705765955,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996876786322561,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996876863600550,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996876952689908,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996877026345689,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996877121460308,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996877185688201,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996877280440740,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996877346333945,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996877442240171,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996877505632898,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996877599362063,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996877668299384,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996877761653263,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996877845889516,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996877921475900,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996877999047999,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996878080810608,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996878162506081,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996878240664121,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
