rosbagTimestamp,data
1653996698858617311,0.0
1653996698886066900,0.0
1653996698917888940,0.0
1653996698952345519,0.0
1653996698988751678,0.0
1653996699017940806,0.0
1653996699048614121,0.0
1653996699084952440,0.0
1653996699115740424,0.0
1653996699151829929,0.0
1653996699184198317,0.0
1653996699215997165,0.0
1653996699248633934,0.0
1653996699281251807,0.0
1653996699315754114,0.0
1653996699348078112,0.0
1653996699379357943,0.0
1653996699411799907,0.0
1653996699446752432,0.0
1653996699476590203,0.0
1653996699513860452,0.0
1653996699545514619,0.0
1653996699576466364,0.0
1653996699612716882,0.0
1653996699645845845,0.0
1653996699680326190,0.0
1653996699710769486,0.0
1653996699745273497,0.0
1653996699776359008,0.0
1653996699808825416,0.0
1653996699844361736,0.0
1653996699873890510,0.0
1653996699911401463,0.0
1653996699938449557,0.0
1653996699975565140,0.0
1653996700008037538,0.0
1653996700040694665,0.0
1653996700073385719,0.0
1653996700109999596,0.0
1653996700136714260,0.0
1653996700173497807,0.0
1653996700205582879,0.0
1653996700235760123,0.0
1653996700267738821,0.0
1653996700306805770,0.0
1653996700335513191,0.0
1653996700372510259,0.0
1653996700406642531,0.0
1653996700437689188,0.0
1653996700468300793,0.0
1653996700502863714,0.0
1653996700535866392,0.0
1653996700566997382,0.0
1653996700599593989,0.0
1653996700635428060,0.0
1653996700668195289,0.0
1653996700701112028,0.0
1653996700733272844,0.0
1653996700769389036,0.0
1653996700794759330,0.0
1653996700835124363,0.0
1653996700866803619,0.0
1653996700896288659,0.0
1653996700931704715,0.0
1653996700965836650,0.0
1653996700997187305,0.0
1653996701031542346,0.0
1653996701062906804,0.0
1653996701097344320,0.0
1653996701131800267,0.0
1653996701164395029,0.0
1653996701195280692,0.0
1653996701226873954,0.0
1653996701262229534,0.0
1653996701295049765,0.0
1653996701327444867,0.0
1653996701361023823,0.0
1653996701396084575,0.0
1653996701427023030,0.0
1653996701460994496,0.0
1653996701493951978,0.0
1653996701527487624,0.0
1653996701557689652,0.0
1653996701588061174,0.0
1653996701627284671,0.0
1653996701657795243,0.0
1653996701687397496,0.0
1653996701724595292,0.0
1653996701758531419,0.0
1653996701790866875,0.0
1653996701824206312,0.0
1653996701861009956,0.0
1653996701888553432,0.0
1653996701920807967,0.0
1653996701958518341,0.0
1653996701989293506,0.0
1653996702021499383,0.0
1653996702054198603,0.0
1653996702087198535,0.0
1653996702117760922,0.0
1653996702152198117,0.0
1653996702185768130,0.0
1653996702216733416,0.0
1653996702253023204,0.0
1653996702288571120,0.0
1653996702316487607,0.0
1653996702350149251,0.0
1653996702382392516,0.0
1653996702417946254,0.0
1653996702448627835,0.0
1653996702484357029,0.0
1653996702517080610,0.0
1653996702548243844,0.0
1653996702579055934,0.0
1653996702616338759,0.0
1653996702647081112,0.0
1653996702682660284,0.0
1653996702713055879,0.0
1653996702746973821,0.0
1653996702777699191,0.0
1653996702812384317,0.0
1653996702846731283,0.0
1653996702877453252,0.0
1653996702910685991,0.0
1653996702947307973,0.0
1653996702976676373,0.0
1653996703013442050,0.0
1653996703041854213,0.0
1653996703077463846,0.0
1653996703110564073,0.0
1653996703143531068,0.0
1653996703174131176,0.0
1653996703207785703,0.0
1653996703238058700,0.0
1653996703275747949,0.0
1653996703307404102,0.0
1653996703343305542,0.0
1653996703373491641,0.0
1653996703406854569,0.0
1653996703436361200,0.0
1653996703473525776,0.0
1653996703506816709,0.0
1653996703537758759,0.0
1653996703568989641,0.0
1653996703607961018,0.0
1653996703637978619,0.0
1653996703668933399,0.0
1653996703703585987,0.0
1653996703736106980,0.0
1653996703770297358,0.0
1653996703803613101,0.0
1653996703835438682,0.0
1653996703867167360,0.0
1653996703901347956,0.0
1653996703935613403,0.0
1653996703966519746,0.0
1653996704001390039,0.0
1653996704033223611,0.0
1653996704068313472,0.0
1653996704095904062,0.0
1653996704134558682,0.0
1653996704165394199,0.0
1653996704195080696,0.0
1653996704228473399,0.0
1653996704266515240,0.0
1653996704297036095,0.0
1653996704333048541,0.0
1653996704361882626,0.0
1653996704398295789,0.0
1653996704429282333,0.0
1653996704462566159,0.0
1653996704494381876,0.0
1653996704527121636,0.0
1653996704562101846,0.0
1653996704596871837,0.0
1653996704627029355,0.0
1653996704661265623,0.0
1653996704692409692,0.0
1653996704728269532,0.0
1653996704758565243,0.0
1653996704795530649,0.0
1653996704825957265,0.0
1653996704863053656,0.0
1653996704890455063,0.0
1653996704927490039,0.0
1653996704959732685,0.0
1653996704994618020,0.0
1653996705022102897,0.0
1653996705056868194,0.0
1653996705085987048,0.0
1653996705126478811,0.0
1653996705156425211,0.0
1653996705186423658,0.0
1653996705221070522,0.0
1653996705259195297,0.0
1653996705288633735,0.0
1653996705320699258,0.0
1653996705354557503,0.0
1653996705387006273,0.0
1653996705413746413,0.0
1653996705455838933,0.0
1653996705484913780,0.0
1653996705515619058,0.0
1653996705551866141,0.0
1653996705585021918,0.0
1653996705615148521,0.0
1653996705648306704,0.0
1653996705682310119,0.0
1653996705713831307,0.0
1653996705747442203,0.0
1653996705784592933,0.0
1653996705814366262,0.0
1653996705846614230,0.0
1653996705881275035,0.0
1653996705913953400,0.0
1653996705948286314,0.0
1653996705980377571,0.0
1653996706011564464,0.0
1653996706047019022,0.0
1653996706077699788,0.0
1653996706113392174,0.0
1653996706145517482,0.0
1653996706176387894,0.0
1653996706211352178,0.0
1653996706246571322,0.0
1653996706277181340,0.0
1653996706309670341,0.0
1653996706342727039,0.0
1653996706375456118,0.0
1653996706407511329,0.0
1653996706442877960,0.0
1653996706473800413,0.0
1653996706507255505,0.0
1653996706542013180,0.0
1653996706574822751,0.0
1653996706606219582,0.0
1653996706638023346,0.0
1653996706674588882,0.0
1653996706707158262,0.0
1653996706736846050,0.0
1653996706774259730,0.0
1653996706805472187,0.0
1653996706836188249,0.0
1653996706871151913,0.0
1653996706905791171,0.0
1653996706934983480,0.0
1653996706969693175,0.0
1653996707002282332,0.0
1653996707035343634,0.0
1653996707067102474,0.0
1653996707103469256,0.0
1653996707133736290,0.0
1653996707167218246,0.0
1653996707199034131,0.0
1653996707236514792,0.0
1653996707267519042,0.0
1653996707303333106,0.0
1653996707333286060,0.0
1653996707369574890,0.0
1653996707395379171,0.0
1653996707431450122,0.0
1653996707466834672,0.0
1653996707499861450,0.0
1653996707531873845,0.0
1653996707565933383,0.0
1653996707596863622,0.0
1653996707631285632,0.0
1653996707663193823,0.0
1653996707695459637,0.0
1653996707728293170,0.0
1653996707764404188,0.0
1653996707794231791,0.0
1653996707826825804,0.0
1653996707864415720,0.0
1653996707894498777,0.0
1653996707927200028,0.0
1653996707961618423,0.0
1653996707992363381,0.0
1653996708026685208,0.0
1653996708058677971,0.0
1653996708092377156,0.0
1653996708125388179,0.0
1653996708158743228,0.0
1653996708193022444,0.0
1653996708224943570,0.0
1653996708257509448,0.0
1653996708288178124,0.0
1653996708322938358,0.0
1653996708361112856,0.0
1653996708390934035,0.0
1653996708423680064,0.0
1653996708456693538,0.0
1653996708491811263,0.0
1653996708521891402,0.0
1653996708556630424,0.0
1653996708589066263,0.0
1653996708619105551,0.0
1653996708653901419,0.0
1653996708686958956,0.0
1653996708714838233,0.0
1653996708754311312,0.0
1653996708785015232,0.0
1653996708815153343,0.0
1653996708852224682,0.0
1653996708887331560,0.0
1653996708917106337,0.0
1653996708950867271,0.0
1653996708982718986,0.0
1653996709016794790,0.0
1653996709047686345,0.0
1653996709083162763,0.0
1653996709114140304,0.0
1653996709146927579,0.0
1653996709179651947,0.0
1653996709215304516,0.0
1653996709247695329,0.0
1653996709280643533,0.0
1653996709313254772,0.0
1653996709346420766,0.0
1653996709376615893,0.0
1653996709413347566,0.0
1653996709446527491,0.0
1653996709478821698,0.0
1653996709508662656,0.0
1653996709544824255,0.0
1653996709576904779,0.0
1653996709607749349,0.0
1653996709642210501,0.0
1653996709676987546,0.0
1653996709706387237,0.0
1653996709745301277,0.0
1653996709774279018,0.0
1653996709805517157,0.0
1653996709842404788,0.0
1653996709874387509,0.0
