rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653996698903591759,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996698984908980,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996699064806986,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996699144227465,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996699237520180,,,"""distance-confidence""",2,0,0,"[1216.0, 100.0]"
1653996699305254710,,,"""distance-confidence""",2,0,0,"[1216.0, 100.0]"
1653996699400892454,,,"""distance-confidence""",2,0,0,"[1216.0, 100.0]"
1653996699527589365,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996699641703820,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996699723624563,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996699797437793,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996699882786025,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996699961809483,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996700040624810,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996700121040818,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996700201865644,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996700281470192,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996700359330821,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996700442596423,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996700523381349,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996700599420195,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996700678772243,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996700779967770,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996700842125524,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996700923868596,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996701004395633,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996701093902161,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996701160536355,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996701260630799,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996701372685892,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996701449376705,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996701531645662,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996701610747812,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996701706432215,,,"""distance-confidence""",2,0,0,"[1220.0, 100.0]"
1653996701821816727,,,"""distance-confidence""",2,0,0,"[1220.0, 100.0]"
1653996701900676413,,,"""distance-confidence""",2,0,0,"[1220.0, 100.0]"
1653996701976540196,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996702059187480,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996702139499603,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996702216482903,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996702311708970,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702374399237,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702458154902,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702537951388,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702632628867,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702696789555,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702791215174,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702858885243,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996702956675119,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
