rosbagTimestamp,linear,x,y,z,angular,field.x,field.y,fdata
1653900869726233172,,0.0,0.0,0.0,,0.016868005929,-0.0344292760587,-0.115153574312
1653900869757732208,,0.0,0.0,0.0,,0.0173068455832,-0.0353052478198,-0.117711480156
1653900869791919492,,0.0,0.0,0.0,,0.0186545272838,-0.036383563935,-0.120361593554
1653900869824502786,,0.0,0.0,0.0,,0.0199953787952,-0.0362068327902,-0.123575197558
1653900869857527427,,0.0,0.0,0.0,,0.0210865015151,-0.0373901630639,-0.129288650799
1653900869893554244,,0.0,0.0,0.0,,0.0220674874347,-0.0374900545806,-0.131634820779
1653900869923566490,,0.0,0.0,0.0,,0.0214130699348,-0.0374635875975,-0.133762424706
1653900869955198270,,0.0,0.0,0.0,,0.0215680298516,-0.037457611182,-0.1368565004
1653900869986840315,,0.0,0.0,0.0,,0.0219663152576,-0.0387562008979,-0.140073519499
1653900870023208500,,0.0,0.0,0.0,,0.0225780440751,-0.0405329038558,-0.143266632936
1653900870056049443,,0.0,0.0,0.0,,0.0228802799459,-0.0421858096349,-0.145793802929
1653900870087514368,,0.0,0.0,0.0,,0.0238868790748,-0.0427501540151,-0.148563444637
1653900870120308103,,0.0,0.0,0.0,,0.0250864310478,-0.0437004040834,-0.151497010885
1653900870153877732,,0.0,0.0,0.0,,0.0255585678742,-0.0461746401102,-0.155072614916
1653900870188477023,,0.0,0.0,0.0,,0.0264503344477,-0.0476431307818,-0.158521860447
1653900870221172265,,0.0,0.0,0.0,,0.0263850207638,-0.0486189940594,-0.162203332409
1653900870254074323,,0.0,0.0,0.0,,0.0265852306838,-0.0502753149332,-0.165072011861
1653900870285641977,,0.0,0.0,0.0,,0.0271367684593,-0.0515807348383,-0.168005578109
1653900870317816262,,0.0,0.0,0.0,,0.0277613038815,-0.0526146547239,-0.171519710437
1653900870351972790,,0.0,0.0,0.0,,0.0270057142046,-0.0545945558096,-0.175108974846
1653900870385689077,,0.0,0.0,0.0,,0.0282782638243,-0.0554423530403,-0.177704446731
1653900870419632241,,0.0,0.0,0.0,,0.0,0.0,0.0
1653900870451477373,,0.0,0.0,0.0,,-0.000625389195878,-0.000319311343698,-0.00440888710927
1653900870483024568,,0.0,0.0,0.0,,-0.000893474120805,-0.000516533055981,-0.0072707363715
1653900870517872562,,0.0,0.0,0.0,,-0.00110179489049,-0.00204393410912,-0.0109112271991
1653900870550281635,,0.0,0.0,0.0,,-0.0015782005851,-0.00220785864921,-0.0145961142563
1653900870584395308,,0.0,0.0,0.0,,-0.00254040348442,-0.003791608763,-0.0166110200615
1653900870616123256,,0.0,0.0,0.0,,-0.00160466756813,-0.00415958520453,-0.0209379449007
1653900870647763476,,0.0,0.0,0.0,,-0.00230945771311,-0.00398200028611,-0.0243120583507
1653900870681911202,,0.0,0.0,0.0,,-0.0030919412599,-0.00453524560888,-0.0279867001242
1653900870715678450,,0.0,0.0,0.0,,-0.00345949081461,-0.0061505853476,-0.0297864549705
1653900870748755225,,0.0,0.0,0.0,,-0.00395041066121,-0.00743209959062,-0.0324638891251
1653900870780420534,,0.0,0.0,0.0,,-0.00345095307815,-0.00787862320761,-0.0368488705722
1653900870813571118,,0.0,0.0,0.0,,-0.0026932289671,-0.00977314692864,-0.0408103802909
1653900870848781184,,0.0,0.0,0.0,,-0.00142025246054,-0.0113808027045,-0.045738361777
1653900870880613345,,0.0,0.0,0.0,,-0.000963483559795,-0.0127306188392,-0.0486650978363
1653900870914207203,,0.0,0.0,0.0,,-0.000644172216096,-0.0151237463697,-0.0526880792575
1653900870945462942,,0.0,0.0,0.0,,0.000975009504019,-0.0174016144579,-0.0576263060274
1653900870978123839,,0.0,0.0,0.0,,0.00290880681278,-0.0189554824941,-0.060402777925
1653900871011537091,,0.0,0.0,0.0,,0.00236964875517,-0.0211402892548,-0.0639374008205
1653900871046579835,,0.0,0.0,0.0,,0.00326824551785,-0.0231731243066,-0.0684521558619
1653900871077938519,,0.0,0.0,0.0,,0.00354316063194,-0.0234155960221,-0.0721814391487
1653900871113988309,,0.0,0.0,0.0,,0.00511239659376,-0.0252964593648,-0.0755726280716
1653900871143388331,,0.0,0.0,0.0,,0.00574504286563,-0.0247739498933,-0.0784310622393
1653900871177889844,,0.0,0.0,0.0,,0.00575443437574,-0.0262236575446,-0.0802957038827
1653900871211869022,,0.0,0.0,0.0,,0.00597812307105,-0.0263551386861,-0.0827648172677
1653900871243050494,,0.0,0.0,0.0,,0.00563533295208,-0.024229242307,-0.0856539872866
1653900871275482336,,0.0,0.0,0.0,,0.00471752628236,-0.023432671495,-0.0892432516954
1653900871307837828,,0.0,0.0,0.0,,0.00445157579155,-0.0238920017167,-0.093344780292
1653900871342070221,,0.0,0.0,0.0,,0.00563447917844,-0.0248157848019,-0.0965344786344
1653900871375624521,,0.0,0.0,0.0,,0.00597598863694,-0.0246621055456,-0.0995465920584
1653900871408509006,,0.0,0.0,0.0,,0.00550214426327,-0.0243624309958,-0.103491026304
1653900871440716252,,0.0,0.0,0.0,,0.0048105876098,-0.0233729073398,-0.106568026525
1653900871472889052,,0.0,0.0,0.0,,0.00521186122354,-0.0227342846524,-0.110450989068
1653900871508864520,,0.0,0.0,0.0,,0.00530663009828,-0.0222578789578,-0.113562140235
1653900871540592305,,0.0,0.0,0.0,,0.00659967028552,-0.0213930062541,-0.116861121604
1653900871573116716,,0.0,0.0,0.0,,0.00737575052997,-0.0193328504457,-0.120037159568
1653900871604913923,,0.0,0.0,0.0,,0.0068741585128,-0.0195053127223,-0.123100499411
1653900871637720827,,0.0,0.0,0.0,,0.00716700287346,-0.0200594118187,-0.127314726129
1653900871671334203,,0.0,0.0,0.0,,0.00817402888921,-0.0199723269068,-0.130603462214
1653900871704941504,,0.0,0.0,0.0,,0.00880582138744,-0.0201200297476,-0.132888160492
1653900871737913620,,0.0,0.0,0.0,,0.00871019873906,-0.0207987797963,-0.137081896642
1653900871771193957,,0.0,0.0,0.0,,0.00876526713924,-0.021091624157,-0.141931330953
1653900871804591998,,0.0,0.0,0.0,,0.00951744172159,-0.0213460487036,-0.144666821715
1653900871838094371,,0.0,0.0,0.0,,0.00871702892823,-0.0205503316653,-0.148242425746
1653900871870567385,,0.0,0.0,0.0,,0.0112335267506,-0.0199415910555,-0.152217595843
1653900871904701360,,0.0,0.0,0.0,,0.0111387578758,-0.020213091075,-0.156739181073
1653900871934503190,,0.0,0.0,0.0,,0.011529359319,-0.0201464967306,-0.161298332344
1653900871967455049,,0.0,0.0,0.0,,0.0107746234157,-0.0196769212252,-0.163863068378
1653900872001228147,,0.0,0.0,0.0,,0.0105257483978,-0.0196777749988,-0.167950936596
1653900872035546651,,0.0,0.0,0.0,,0.0107511446404,-0.0191159919396,-0.170683012264
1653900872067123875,,0.0,0.0,0.0,,0.0117551824484,-0.0191023315612,-0.17540950317
1653900872100472440,,0.0,0.0,0.0,,0.0116672437629,-0.0194771381919,-0.179736428009
1653900872132711404,,0.0,0.0,0.0,,0.0102516870574,-0.0190750108045,-0.182434352731
1653900872169279353,,0.0,0.0,0.0,,0.0085761562766,-0.0196069117862,-0.186617843598
1653900872200764602,,0.0,0.0,0.0,,0.00821671757152,-0.0188940107915,-0.190258334425
1653900872232090597,,0.0,0.0,0.0,,0.00949481671996,-0.0184047984922,-0.19552782537
1653900872264969725,,0.0,0.0,0.0,,0.00959428134975,-0.0176509163626,-0.199000976563
1653900872297723788,,0.0,0.0,0.0,,0.00846217749482,-0.0175399257886,-0.201217372949
1653900872332680190,,0.0,0.0,0.0,,0.00843656428544,-0.0171856097254,-0.205680901571
1653900872365935949,,0.0,0.0,0.0,,0.00857871759753,-0.0164633172207,-0.209580939587
1653900872398074723,,0.0,0.0,0.0,,0.00913068225984,-0.0157043124491,-0.211991996364
1653900872431640352,,0.0,0.0,0.0,,0.0088715619582,-0.0162080389004,-0.214775298451
1653900872463521632,,0.0,0.0,0.0,,0.00827690861359,-0.0159715436004,-0.217053166539
1653900872497899554,,0.0,0.0,0.0,,0.00777275527547,-0.0145773312361,-0.220608280002
1653900872531711966,,0.0,0.0,0.0,,0.00675505708914,-0.0139916425148,-0.224252185924
1653900872563994778,,0.0,0.0,0.0,,0.00742868449603,-0.0121987178576,-0.227585318239
1653900872601351578,,0.0,0.0,0.0,,0.00592476221816,-0.0117684159399,-0.23041643165
1653900872628273594,,0.0,0.0,0.0,,0.00561569615822,-0.0105466658521,-0.234159375316
1653900872663488288,,0.0,0.0,0.0,,0.00654929764039,-0.00976290164489,-0.238571677519
1653900872696196713,,0.0,0.0,0.0,,0.00548336124305,-0.00832941569283,-0.241255941863
1653900872728198493,,0.0,0.0,0.0,,0.00429618898794,-0.00794351000472,-0.244817885515
1653900872759938314,,0.0,0.0,0.0,,0.0026471251902,-0.00823379304445,-0.247427017778
1653900872792706397,,0.0,0.0,0.0,,0.000794436377835,-0.00781544395779,-0.250596225553
1653900872829079276,,0.0,0.0,0.0,,0.000951530728749,-0.00804425529498,-0.253533206896
1653900872860605220,,0.0,0.0,0.0,,0.000108429253072,-0.00727159014512,-0.256948301481
1653900872893288411,,0.0,0.0,0.0,,-0.00118845291558,-0.00752259959712,-0.260715150809
1653900872924214364,,0.0,0.0,0.0,,-0.00171352370803,-0.00736806656715,-0.263935585002
1653900872957920545,,0.0,0.0,0.0,,-0.0023333633752,-0.00796314679859,-0.268542547597
1653900872991359853,,0.0,0.0,0.0,,-0.00162771945658,-0.00892364215062,-0.272049849736
1653900873024861109,,0.0,0.0,0.0,,-0.00122687272967,-0.0102247931875,-0.27654411421
1653900873057853556,,0.0,0.0,0.0,,-0.000834990626035,-0.0109462319186,-0.280754925833
1653900873091262767,,0.0,0.0,0.0,,-0.00159954492625,-0.0115831470587,-0.284559341201
1653900873123609656,,0.0,0.0,0.0,,-0.00145184208545,-0.0118700150038,-0.287684152746
1653900873158069633,,0.0,0.0,0.0,,-0.00225908506798,-0.0110179489049,-0.292052058721
1653900873191201602,,0.0,0.0,0.0,,-0.00216303553278,-0.0120049112399,-0.295361285373
1653900873224510876,,0.0,0.0,0.0,,-0.00157350483004,-0.0115080149778,-0.298636361081
1653900873255342953,,0.0,0.0,0.0,,-0.00188641287139,-0.0112877413771,-0.300811776331
1653900873288332696,,0.0,0.0,0.0,,-0.000515252395515,-0.0107584017164,-0.30386487089
1653900873319889541,,0.0,0.0,0.0,,0.000396577858684,-0.0107396186962,-0.3078946825
1653900873354135820,,0.0,0.0,0.0,,0.000464025976736,-0.0103101705521,-0.312146475259
1653900873389091302,,0.0,0.0,0.0,,0.000209174543328,-0.00922331670046,-0.314963928291
1653900873419413806,,0.0,0.0,0.0,,0.000431155691354,-0.00892022705603,-0.319611872022
1653900873453470694,,0.0,0.0,0.0,,0.000532327868437,-0.00766176470146,-0.323416287389
1653900873488783983,,0.0,0.0,0.0,,0.000502018903998,-0.00578090135877,-0.326547929124
1653900873520437187,,0.0,0.0,0.0,,-0.000906707612321,-0.0050671465905,-0.330161099195
1653900873550572350,,0.0,0.0,0.0,,-0.00162216992788,-0.004098113502,-0.332524344648
1653900873584856990,,0.0,0.0,0.0,,-0.00228171006961,-0.0027209766106,-0.336656609095
1653900873616597309,,0.0,0.0,0.0,,-0.00313932569727,-0.00232482563874,-0.34007853387
1653900873650453948,,0.0,0.0,0.0,,-0.00320933513626,-0.00216858506147,-0.342776458592
1653900873684588470,,0.0,0.0,0.0,,-0.0033984459989,-0.00238544356763,-0.345607572003
1653900873718083954,,0.0,0.0,0.0,,-0.00400078330633,-0.00321787287272,-0.348995345831
1653900873751417922,,0.0,0.0,0.0,,-0.00363024554386,-0.00290795303913,-0.353523761251
1653900873783343849,,0.0,0.0,0.0,,-0.0031213964507,-0.00255705207053,-0.356597346377
1653900873817189110,,0.0,0.0,0.0,,-0.0030475450303,-0.00305650965358,-0.359855346611
1653900873851393595,,0.0,0.0,0.0,,-0.0029147832283,-0.00219505204451,-0.363646101601
1653900873883809887,,0.0,0.0,0.0,,-0.00206015580841,-0.00387015593846,-0.366989479199
1653900873915182159,,0.0,0.0,0.0,,-0.00152782793997,-0.00308809927849,-0.37048312096
1653900873947988082,,0.0,0.0,0.0,,-0.00161064398366,-0.00262193886764,-0.37373087591
1653900873984153139,,0.0,0.0,0.0,,-0.000759858545165,-0.00214041053115,-0.375424762824
1653900874015698761,,0.0,0.0,0.0,,-0.000539158057609,-0.00171096238708,-0.380035140514
1653900874047263032,,0.0,0.0,0.0,,0.000675761841008,-0.00066508967043,-0.385034838987
1653900874079603417,,0.0,0.0,0.0,,0.00176176191904,0.000368830215179,-0.389231990232
1653900874117070013,,0.0,0.0,0.0,,0.00194148127158,0.00198929259577,-0.392981764086
1653900874147438310,,0.0,0.0,0.0,,0.00124992461811,0.00358414176697,-0.396670066238
1653900874180585395,,0.0,0.0,0.0,,0.00278415586043,0.00516874565441,-0.400918443901
1653900874213915568,,0.0,0.0,0.0,,0.00268255679652,0.00634268441801,-0.405132670619
1653900874244990917,,0.0,0.0,0.0,,0.00170498597156,0.0076421279076,-0.407919387801
1653900874277564201,,0.0,0.0,0.0,,0.00160552134178,0.00793241094733,-0.412359010761
1653900874311881985,,0.0,0.0,0.0,,0.000379929272583,0.00885448648528,-0.415678482698
1653900874345011745,,0.0,0.0,0.0,,-0.000276622661386,0.00927625066653,-0.418745237635
1653900874376738820,,0.0,0.0,0.0,,-0.00103221233832,0.00767884017439,-0.422057879383
1653900874413570518,,0.0,0.0,0.0,,-0.000588676929089,0.00626242969526,-0.426005728723
1653900874442101499,,0.0,0.0,0.0,,-0.00147062510567,0.00673883538987,-0.428649011932
1653900874476878233,,0.0,0.0,0.0,,-0.00281019595664,0.00526607585008,-0.432084597084
1653900874511286204,,0.0,0.0,0.0,,-0.00357816535144,0.00483150506414,-0.434348804794
1653900874543372984,,0.0,0.0,0.0,,-0.00419458992403,0.00453951447712,-0.43792099373
1653900874575379242,,0.0,0.0,0.0,,-0.00440760644878,0.00316664645395,-0.442469899717
1653900874608395078,,0.0,0.0,0.0,,-0.00449639890798,0.00267401906006,-0.447817937837
1653900874639899905,,0.0,0.0,0.0,,-0.00546073624143,0.00236666054741,-0.451998013609
1653900874676802089,,0.0,0.0,0.0,,-0.00593927637015,0.00118674536829,-0.454422730765
1653900874706896672,,0.0,0.0,0.0,,-0.00468593665745,0.000185268881238,-0.457731957418
1653900874740882894,,0.0,0.0,0.0,,-0.0054842150167,0.000488358525659,-0.460989957652
1653900874773047027,,0.0,0.0,0.0,,-0.00342064411371,0.00013745755705,-0.464681674898
1653900874807951123,,0.0,0.0,0.0,,-0.00381978329333,0.000232226431782,-0.468871995954
1653900874839707029,,0.0,0.0,0.0,,-0.00321146957038,0.000244179262831,-0.471624562189
1653900874873326555,,0.0,0.0,0.0,,-0.00336301439259,-0.000217712279796,-0.475094298288
1653900874906231355,,0.0,0.0,0.0,,-0.00310133277001,0.00127724537479,-0.477160430512
1653900874936411139,,0.0,0.0,0.0,,-0.00277647189761,0.00080510854842,-0.482050845957
1653900874970144891,,0.0,0.0,0.0,,-0.00154020765784,0.00118247650006,-0.484782921625
1653900875002441199,,0.0,0.0,0.0,,-0.000754309016462,0.00221725015932,-0.487849676563
1653900875036978765,,0.0,0.0,0.0,,-0.00167638455442,0.00303772663337,-0.489485506869
1653900875069961011,,0.0,0.0,0.0,,-0.000584834947683,0.00400675972186,-0.492760582576
1653900875103409032,,0.0,0.0,0.0,,-0.00119101423652,0.00347742006118,-0.495024790286
1653900875137333377,,0.0,0.0,0.0,,-0.000350047194964,0.00406225500887,-0.498467205628
1653900875170670929,,0.0,0.0,0.0,,0.000509275979987,0.00375318894893,-0.502633621021
1653900875204866154,,0.0,0.0,0.0,,0.00100916044987,0.0038838163168,-0.506666847726
1653900875234763370,,0.0,0.0,0.0,,0.000933174595351,0.00357987289873,-0.510867414066
1653900875267767808,,0.0,0.0,0.0,,0.00140915340314,0.00258181150627,-0.513199923667
1653900875300504816,,0.0,0.0,0.0,,0.00234745064037,0.00267145773912,-0.516116414443
1653900875336443418,,0.0,0.0,0.0,,0.0032524507054,0.00406908519804,-0.519043150502
1653900875366705476,,0.0,0.0,0.0,,0.00434570785942,0.00431667955545,-0.521659112954
1653900875399737638,,0.0,0.0,0.0,,0.00431710644227,0.00477003336161,-0.524917113188
1653900875432171037,,0.0,0.0,0.0,,0.00373910168376,0.00452500032514,-0.528048754923
1653900875467110216,,0.0,0.0,0.0,,0.0042919201197,0.00457281164933,-0.531388717427
1653900875499666323,,0.0,0.0,0.0,,0.00445712532026,0.00520460414755,-0.534691113891
1653900875532087296,,0.0,0.0,0.0,,0.00510684706505,0.00538218906597,-0.537798849963
1653900875563672348,,0.0,0.0,0.0,,0.00476277628562,0.00604386364182,-0.541558869101
1653900875596750496,,0.0,0.0,0.0,,0.00356663940721,0.00643574574545,-0.543744529636
1653900875630264962,,0.0,0.0,0.0,,0.0045945828773,0.00637085894833,-0.548074869569
1653900875665405837,,0.0,0.0,0.0,,0.00441315597747,0.00704192503428,-0.552408624598
1653900875697227212,,0.0,0.0,0.0,,0.00310133277001,0.0081091420921,-0.555796398426
1653900875730395238,,0.0,0.0,0.0,,0.00438028569209,0.00893901007625,-0.559211493011
1653900875762045517,,0.0,0.0,0.0,,0.0034279011897,0.0084967553275,-0.56267439892
1653900875797243920,,0.0,0.0,0.0,,0.00288788935845,0.00673798161622,-0.566127059546
1653900875829569113,,0.0,0.0,0.0,,0.00418263709299,0.00712474107797,-0.569620701306
1653900875862072551,,0.0,0.0,0.0,,0.00433674323613,0.00773604300869,-0.573711984619
1653900875893787271,,0.0,0.0,0.0,,0.00553458766183,0.0079392411365,-0.57699730561
1653900875928329263,,0.0,0.0,0.0,,0.00545006407085,0.00807242982531,-0.579941117142
1653900875961943216,,0.0,0.0,0.0,,0.00678664671405,0.00680628350792,-0.583400607957
1653900875996135763,,0.0,0.0,0.0,,0.007590474602,0.00717340617581,-0.587840230917
1653900876027101321,,0.0,0.0,0.0,,0.00704192503428,0.00691812785558,-0.590756721693
1653900876059972911,,0.0,0.0,0.0,,0.00735568684928,0.00832087795637,-0.593768835117
1653900876092615570,,0.0,0.0,0.0,,0.00700393210703,0.0083490524867,-0.596979024027
1653900876127361155,,0.0,0.0,0.0,,0.00783038499659,0.00941456199721,-0.60036338276
1653900876159680701,,0.0,0.0,0.0,,0.00800242038632,0.0109778215435,-0.603532590535
1653900876192213897,,0.0,0.0,0.0,,0.00656295801874,0.0120365008649,-0.608409345603
1653900876224301107,,0.0,0.0,0.0,,0.00707821041425,0.0139378547751,-0.611633194891
1653900876257232290,,0.0,0.0,0.0,,0.00677810897759,0.0155514869665,-0.61505853476
1653900876290190996,,0.0,0.0,0.0,,0.00771939442258,0.0152210765654,-0.616919761309
1653900876324290420,,0.0,0.0,0.0,,0.00706028116768,0.0156889445235,-0.620495365339
1653900876357439585,,0.0,0.0,0.0,,0.00668931651838,0.0161670577654,-0.625293573231
1653900876390573477,,0.0,0.0,0.0,,0.00682463964131,0.0170882795297,-0.628493516857
1653900876422715240,,0.0,0.0,0.0,,0.00675548397596,0.0178660673215,-0.631908611442
1653900876457818728,,0.0,0.0,0.0,,0.00510044376271,0.0181776947023,-0.636621441969
1653900876489634482,,0.0,0.0,0.0,,0.00500140601974,0.0179941333684,-0.639763328988
1653900876522856266,,0.0,0.0,0.0,,0.00457921495167,0.0175809069236,-0.644093668921
1653900876554064291,,0.0,0.0,0.0,,0.00533736594954,0.0175962748492,-0.648246423937
1653900876588592963,,0.0,0.0,0.0,,0.00515508527607,0.0178617984532,-0.651849348724
1653900876622096637,,0.0,0.0,0.0,,0.00662186840033,0.0186139730356,-0.655947462226
1653900876654476165,,0.0,0.0,0.0,,0.00567033767158,0.0185644541641,-0.658898103947
1653900876686565759,,0.0,0.0,0.0,,0.0049027951636,0.0184526098164,-0.663706557123
1653900876720569268,,0.0,0.0,0.0,,0.00529979990911,0.0181435437565,-0.666821123385
1653900876752897983,,0.0,0.0,0.0,,0.00671663727506,0.0191877089259,-0.669904953795
1653900876788275780,,0.0,0.0,0.0,,0.0055508093611,0.0186122654883,-0.6736854635
1653900876820598031,,0.0,0.0,0.0,,0.00491133290006,0.0181700107395,-0.677568426044
1653900876852530632,,0.0,0.0,0.0,,0.00431667955545,0.0180829258276,-0.682226615058
1653900876883785970,,0.0,0.0,0.0,,0.00456598146015,0.0175809069236,-0.685286539806
1653900876916179456,,0.0,0.0,0.0,,0.0042253257753,0.0183424730161,-0.689401728781
1653900876950476406,,0.0,0.0,0.0,,0.00382149084062,0.0194062749793,-0.693434955486
1653900876985317473,,0.0,0.0,0.0,,0.00349534930775,0.0198732891638,-0.69821267281
1653900877017262649,,0.0,0.0,0.0,,0.002613828018,0.0199680580385,-0.701081352261
1653900877050597794,,0.0,0.0,0.0,,0.00226250016257,0.0194131051685,-0.704892597818
1653900877082489267,,0.0,0.0,0.0,,0.00249856857576,0.019098062693,-0.708720918848
1653900877117535440,,0.0,0.0,0.0,,0.00203027373078,0.0180906097904,-0.712132598338
1653900877149760456,,0.0,0.0,0.0,,0.00222834921672,0.0181614730031,-0.715919938233
1653900877182374296,,0.0,0.0,0.0,,0.00387954744857,0.0185644541641,-0.719328202629
1653900877213972948,,0.0,0.0,0.0,,0.00249173838658,0.019028053254,-0.722408617945
1653900877248277095,,0.0,0.0,0.0,,0.00460098617965,0.0184047984922,-0.725915920084
1653900877282403498,,0.0,0.0,0.0,,0.00433076682061,0.0170319304691,-0.729221731642
1653900877314405871,,0.0,0.0,0.0,,0.00491304044735,0.0169841191449,-0.73187184504
1653900877346361610,,0.0,0.0,0.0,,0.00490621025818,0.0152168076971,-0.736219260447
1653900877380442884,,0.0,0.0,0.0,,0.00526009943455,0.0154490341289,-0.740235411678
1653900877413495159,,0.0,0.0,0.0,,0.00601654288513,0.0140582368592,-0.744145694978
1653900877447843430,,0.0,0.0,0.0,,0.00820305719318,0.0139335859068,-0.747874978265
1653900877480109117,,0.0,0.0,0.0,,0.00983461863117,0.0139677368527,-0.751105657743
1653900877512519393,,0.0,0.0,0.0,,0.0103263922514,0.0138695528834,-0.754438790058
1653900877545365948,,0.0,0.0,0.0,,0.0117381069755,0.0138797981671,-0.758393469587
1653900877577315036,,0.0,0.0,0.0,,0.0115037461096,0.0142119161155,-0.762614526494
1653900877613759247,,0.0,0.0,0.0,,0.0115942461161,0.0151177699542,-0.766077432403
1653900877645612433,,0.0,0.0,0.0,,0.0100920313855,0.0165162511867,-0.769123696773
1653900877677848320,,0.0,0.0,0.0,,0.0115908310215,0.0175851757918,-0.772268998886
1653900877711319998,,0.0,0.0,0.0,,0.012108644738,0.0189384070212,-0.776633489765
1653900877742511278,,0.0,0.0,0.0,,0.0122614702206,0.0207552373404,-0.77989149
1653900877778129046,,0.0,0.0,0.0,,0.0115652178121,0.0227189167268,-0.782404999614
1653900877810055251,,0.0,0.0,0.0,,0.0117060904638,0.0239039545478,-0.786031830063
1653900877842451150,,0.0,0.0,0.0,,0.0126234702467,0.0242890064622,-0.789740622783
1653900877874722057,,0.0,0.0,0.0,,0.0134964537999,0.0265071103952,-0.794747151444
1653900877908140218,,0.0,0.0,0.0,,0.0128121542225,0.02762982274,-0.798548151717
1653900877941962972,,0.0,0.0,0.0,,0.0126670127026,0.0293638370155,-0.801635397222
1653900877974586411,,0.0,0.0,0.0,,0.0126213358125,0.0300186814022,-0.805491039009
1653900878006870738,,0.0,0.0,0.0,,0.0146575859588,0.0306931625827,-0.809657454402
1653900878040113114,,0.0,0.0,0.0,,0.0151275883511,0.0309945446799,-0.8125602848
1653900878072926996,,0.0,0.0,0.0,,0.0154784893197,0.031211403186,-0.815374322738
1653900878107586228,,0.0,0.0,0.0,,0.0157499893392,0.0316937852962,-0.818861134309
1653900878139822350,,0.0,0.0,0.0,,0.015702178015,0.0313480069694,-0.82136439864
1653900878171842805,,0.0,0.0,0.0,,0.0140718972375,0.0309655163759,-0.823881323349
1653900878205098233,,0.0,0.0,0.0,,0.0141824609247,0.0309253890145,-0.827467172663
1653900878236583535,,0.0,0.0,0.0,,0.0126657320421,0.0311567616727,-0.831268172936
1653900878271375857,,0.0,0.0,0.0,,0.0134285787951,0.0309936909062,-0.835093078872
1653900878304029907,,0.0,0.0,0.0,,0.012943635364,0.0316545117084,-0.837859305485
1653900878337728280,,0.0,0.0,0.0,,0.0135024302155,0.0322675211864,-0.842790702066
1653900878369516302,,0.0,0.0,0.0,,0.0117714041477,0.0321736060853,-0.845041249398
1653900878402362400,,0.0,0.0,0.0,,0.0120411966199,0.0314393607496,-0.849081306292
1653900878436626044,,0.0,0.0,0.0,,0.0120971187937,0.031809898512,-0.853111117902
1653900878471230132,,0.0,0.0,0.0,,0.010923606917,0.031812459833,-0.856065174718
1653900878502641606,,0.0,0.0,0.0,,0.00998744411385,0.0315119315095,-0.859114854183
1653900878534507433,,0.0,0.0,0.0,,0.0091170218815,0.0309117286362,-0.861795703432
