rosbagTimestamp,linear,x,y,z,angular,x,y,data
1653900868768754539,,0.0,0.0,0.0,,-0.0239422743102,0.00613492393727,-0.0597300576526
1653900868802526504,,0.0,0.0,0.0,,-0.0300847954989,0.0303776932205,-0.117325574468
1653900868833864584,,0.0,0.0,0.0,,-0.0759698996214,0.0108439124832,-0.0881351068634
1653900868869248789,,0.0,0.0,0.0,,0.0230486734574,0.04237006466,-0.0985030138584
1653900868901465882,,0.0,0.0,0.0,,-0.0110629854647,0.0212310560656,-0.0343673241085
1653900868933993185,,0.0,0.0,0.0,,-0.00618767114036,-0.0175419001401,-0.0366491408998
1653900868965682271,,0.0,0.0,0.0,,-0.0111915784501,-0.0310776141876,-0.111994718542
1653900868997081261,,0.0,0.0,0.0,,-0.0205567749883,-0.0142790440684,-0.0923939966152
1653900869032781575,,0.0,0.0,0.0,,0.00052165569786,0.0123779836429,-0.0712295882548
1653900869065679125,,0.0,0.0,0.0,,-0.0208927482583,0.00176853874736,-0.0928531133934
1653900869099041052,,0.0,0.0,0.0,,0.0213142723157,-0.00752604137213,-0.0500526400941
1653900869133901687,,0.0,0.0,0.0,,-0.000784818084104,0.0304910583524,-0.0521736272748
1653900869164458676,,0.0,0.0,0.0,,-0.018407473205,0.0325005747114,-0.085436168285
1653900869200014319,,0.0,0.0,0.0,,0.0206799051563,-0.0259320538238,-0.02802773462
1653900869231601098,,0.0,0.0,0.0,,-0.00242653142435,0.00229507696326,-0.0844162289429
1653900869262998084,,0.0,0.0,0.0,,-0.011695471654,0.0209695078452,-0.0442007154401
1653900869294814319,,0.0,0.0,0.0,,-0.00567991594467,-0.046380212796,-0.0706078809578
1653900869328633719,,0.0,0.0,0.0,,0.0108530905499,-0.0477677150331,-0.0327294660899
1653900869364359217,,0.0,0.0,0.0,,-0.000393936496466,-0.00501426598529,-0.062382198763
1653900869395438436,,0.0,0.0,0.0,,-0.0294943710019,0.00283898413677,-0.0877833521211
1653900869428310620,,0.0,0.0,0.0,,-0.00576201161685,0.0130096694194,-0.0554690334667
1653900869460458247,,0.0,0.0,0.0,,0.0457000220042,0.0516168601357,-0.067143374223
1653900869494141874,,0.0,0.0,0.0,,0.0594976044372,-0.0628266146263,-0.113500615172
1653900869528472739,,0.0,0.0,0.0,,0.00744716069135,-0.00696257744603,-0.0541973376206
1653900869560549082,,0.0,0.0,0.0,,-0.0148056289751,0.00806207781985,-0.0582569779477
1653900869593934127,,0.0,0.0,0.0,,0.0078922302251,0.0239416806707,-0.0275922033387
1653900869625532351,,0.0,0.0,0.0,,0.0171215100009,0.00390702828781,-0.0870842182266
1653900869657314235,,0.0,0.0,0.0,,0.0427287963337,0.0416060439683,-0.0599430208165
1653900869691819051,,0.0,0.0,0.0,,0.0353322484114,0.0271480542797,-0.0804891369744
1653900869726096290,,0.0,0.0,0.0,,-0.00836151224584,0.059836379152,-0.0658042836197
1653900869757747089,,0.0,0.0,0.0,,-0.00273076832711,-0.00178606778753,-0.0262335293024
1653900869791911677,,0.0,0.0,0.0,,0.0478033467426,-0.0258482239239,-0.0400462528774
1653900869824512004,,0.0,0.0,0.0,,0.0275079065314,0.0349098172194,-0.0572152673776
1653900869857705293,,0.0,0.0,0.0,,-0.0146410307542,-0.0150990002742,-0.165562344738
1653900869893573426,,0.0,0.0,0.0,,0.0202897706206,0.020080702799,-0.0405104389367
1653900869923592108,,0.0,0.0,0.0,,-0.0557433682815,0.033170867065,-0.0488712308111
1653900869955206422,,0.0,0.0,0.0,,0.00305920437665,0.0234791221175,-0.0651964501444
1653900869986834461,,0.0,0.0,0.0,,-0.00696356462181,-0.0188223071455,-0.0666113665197
1653900870023191162,,0.0,0.0,0.0,,-0.0119048996614,-0.0263875820847,-0.046693414322
1653900870056039429,,0.0,0.0,0.0,,-0.0172192737535,-0.0334637114257,-0.0545829765045
1653900870087504958,,0.0,0.0,0.0,,0.0093848800228,-0.00100795983068,-0.0895118702288
1653900870120342658,,0.0,0.0,0.0,,0.0485597635127,0.0109072518156,-0.0606377791211
1653900870153864114,,0.0,0.0,0.0,,0.000339134900547,-0.0429646379633,-0.0494827461852
1653900870188653634,,0.0,0.0,0.0,,0.0173382484451,-0.0318272808099,-0.0769215904327
1653900870221155041,,0.0,0.0,0.0,,-0.023423913645,0.000638836130808,-0.0822630651679
1653900870254069652,,0.0,0.0,0.0,,-0.0346822665324,-0.0530343378319,-0.0687646903772
1653900870285654603,,0.0,0.0,0.0,,0.00664785513569,-0.015260843741,-0.0534585566124
1653900870317697695,,0.0,0.0,0.0,,0.00783588116444,-0.00412017821468,-0.0898757378847
1653900870351979324,,0.0,0.0,0.0,,-0.0527596094808,-0.0483158243737,-0.059155734793
1653900870385801558,,0.0,0.0,0.0,,0.0316425188567,0.0211550968915,-0.0545391138834
1653900870419637977,,0.0,0.0,0.0,,-0.00185862520725,0.0231119727691,-0.113179863085
1653900870451488213,,0.0,0.0,0.0,,-0.0381604469857,0.000721038524686,-0.114713293915
1653900870483020843,,0.0,0.0,0.0,,-0.012366037482,0.0264942771101,-0.0570546512104
1653900870517871833,,0.0,0.0,0.0,,-0.0118510985815,-0.034809685579,-0.0512303674782
1653900870550268881,,0.0,0.0,0.0,,-0.0389719054756,0.0175208492837,-0.0530362588226
1653900870584400109,,0.0,0.0,0.0,,-0.0156407796837,-0.0412924022152,-0.0036863811611
1653900870616111803,,0.0,0.0,0.0,,0.00975667176531,-0.00371895796179,-0.105480105456
1653900870647765139,,0.0,0.0,0.0,,-0.0231748318539,0.0259579738581,-0.0777667196208
1653900870681917581,,0.0,0.0,0.0,,-0.0380205481697,0.00935180963422,-0.0610760851668
1653900870715687309,,0.0,0.0,0.0,,-0.0074155310458,-0.0487396829685,-0.030747110405
1653900870748791373,,0.0,0.0,0.0,,-0.0133701286508,-0.0201125992488,-0.0467927188693
1653900870780443397,,0.0,0.0,0.0,,0.00567907551124,0.00317062183749,-0.124443592078
1653900870813537095,,0.0,0.0,0.0,,0.0193888793413,-0.0508535064547,-0.0871430752473
1653900870848806541,,0.0,0.0,0.0,,0.040387829037,-0.0477326035919,-0.113614914119
1653900870880630630,,0.0,0.0,0.0,,0.0119284051171,-0.0203643424125,-0.0519578893465
1653900870914173931,,0.0,0.0,0.0,,0.0112586196916,-0.0930259758764,-0.0816640362333
1653900870945478302,,0.0,0.0,0.0,,0.0321517948367,-0.0708973235641,-0.101446878751
1653900870978120912,,0.0,0.0,0.0,,0.065064848941,-0.042102540024,-0.0720556142576
1653900871011506767,,0.0,0.0,0.0,,-0.0342614028155,-0.0630793316256,-0.0680877012366
1653900871046616774,,0.0,0.0,0.0,,0.00234543626817,-0.0511297555901,-0.0991296303539
1653900871077920475,,0.0,0.0,0.0,,-0.0119644903939,-0.00806617326531,-0.0890714831099
1653900871113988702,,0.0,0.0,0.0,,0.041727213125,-0.0489823948078,-0.0612812576461
1653900871143413608,,0.0,0.0,0.0,,0.0166694635356,0.0313595862745,-0.0747131981749
1653900871177887882,,0.0,0.0,0.0,,-0.0226167306935,-0.0262754976132,-0.0170270212706
1653900871211891765,,0.0,0.0,0.0,,-0.0169628815254,0.00300096100572,-0.0440524789908
1653900871243066399,,0.0,0.0,0.0,,-0.03545854688,0.10259669841,-0.0629492111858
1653900871275497704,,0.0,0.0,0.0,,-0.0513113225622,0.0165186257447,-0.0653084545747
1653900871307837102,,0.0,0.0,0.0,,-0.0290941445949,-0.00573617162383,-0.100143646641
1653900871342117740,,0.0,0.0,0.0,,0.0169501683022,-0.0371825626658,-0.0796119912746
1653900871375598813,,0.0,0.0,0.0,,0.0145428201045,-0.0107665659269,-0.0675365369871
1653900871408493388,,0.0,0.0,0.0,,-0.0132526347229,-0.00666650475377,-0.081621721077
1653900871440754588,,0.0,0.0,0.0,,-0.0340667757747,0.0242360991766,-0.0361670789548
1653900871472912033,,0.0,0.0,0.0,,-0.0133596098927,0.00531588820625,-0.116739298777
1653900871508897719,,0.0,0.0,0.0,,0.0247350231511,0.0292577289596,-0.0688250948627
1653900871540627169,,0.0,0.0,0.0,,0.0366382152652,0.0157614085617,-0.0718019901238
1653900871573316861,,0.0,0.0,0.0,,0.0304321479708,0.0783492066909,-0.0789178733002
1653900871604952485,,0.0,0.0,0.0,,-0.0292876443877,0.00020333152994,-0.0779250412713
1653900871637720794,,0.0,0.0,0.0,,0.000750400333989,-0.0176692191351,-0.129575145218
1653900871671360092,,0.0,0.0,0.0,,0.00635319650602,-0.0160455551034,-0.060399149387
1653900871704958175,,0.0,0.0,0.0,,-0.00137931134616,0.0128598054641,-0.0427277424569
1653900871737924063,,0.0,0.0,0.0,,-0.0208504331019,-0.0216534472369,-0.0895627231216
1653900871771189241,,0.0,0.0,0.0,,-0.00515435156434,-0.0192144560534,-0.100437184693
1653900871804589455,,0.0,0.0,0.0,,0.0193341577866,-0.0131794503131,-0.0636199571066
1653900871838103651,,0.0,0.0,0.0,,-0.0452856216206,0.0382443902774,-0.0658161830899
1653900871870577867,,0.0,0.0,0.0,,0.0859843043062,-0.00428538341523,-0.079070645422
1653900871904720208,,0.0,0.0,0.0,,-0.0416798020072,0.00539958470401,-0.134704724007
1653900871934493269,,0.0,0.0,0.0,,-0.0166342253624,-0.00640044754126,-0.126453161798
1653900871967441721,,0.0,0.0,0.0,,-0.0377486212633,0.00518843580912,-0.0539852815913
1653900872001220608,,0.0,0.0,0.0,,-0.0215440841689,-0.0147417093434,-0.108081447035
1653900872035536847,,0.0,0.0,0.0,,-0.00102230055989,0.0328250620579,-0.0296908856829
1653900872067084801,,0.0,0.0,0.0,,0.0103950276484,-0.0223579438972,-0.106624962555
1653900872100477795,,0.0,0.0,0.0,,-0.0199061260986,-0.0439344181037,-0.103403941392
1653900872132729451,,0.0,0.0,0.0,,-0.0402631180537,-0.00880451404654,-0.0527041942351
1653900872169303158,,0.0,0.0,0.0,,-0.0730702708753,-0.0291616527439,-0.120230752743
1653900872200744933,,0.0,0.0,0.0,,-0.00415913163729,0.00725576865224,-0.0923455449607
1653900872232122567,,0.0,0.0,0.0,,0.0286121827015,0.0110314758811,-0.149933057648
1653900872265054767,,0.0,0.0,0.0,,-0.00971947925085,0.0311925401245,-0.0714671507719
1653900872297723360,,0.0,0.0,0.0,,-0.0219954436132,-0.00873402435987,-0.0565635179204
1653900872332637881,,0.0,0.0,0.0,,0.0135969056055,0.009858257489,-0.104390850366
1653900872365945647,,0.0,0.0,0.0,,-0.0301307525335,0.0134045130504,-0.0966530998104
1653900872398040919,,0.0,0.0,0.0,,0.00241676638827,0.00996732707231,-0.0424027215019
1653900872432332674,,0.0,0.0,0.0,,0.00407696926405,-0.0120783491137,-0.0287573375616
1653900872463521549,,0.0,0.0,0.0,,-0.0223650875813,-0.000815140388759,-0.0442522086631
1653900872497943928,,0.0,0.0,0.0,,-0.0133989034908,0.0273687814477,-0.087368097964
1653900872531720887,,0.0,0.0,0.0,,-0.04674208609,0.00556060107761,-0.0648436281851
1653900872564200733,,0.0,0.0,0.0,,0.00972430840803,0.0597148231291,-0.0532890825436
1653900872601368056,,0.0,0.0,0.0,,-0.0579449303501,0.00807859300382,-0.0408293767545
1653900872628245953,,0.0,0.0,0.0,,-0.0185524479722,0.00841455293362,-0.0849510647714
1653900872663540496,,0.0,0.0,0.0,,0.0147520746891,0.0327832004688,-0.109960336026
1653900872696069414,,0.0,0.0,0.0,,-0.0444613431858,0.0238047300418,-0.0551935847441
1653900872728222027,,0.0,0.0,0.0,,-0.0525273430284,0.00659545477815,-0.0703667432636
1653900872760063787,,0.0,0.0,0.0,,-0.0730601456535,0.0108846534944,-0.0414614894178
1653900872792726426,,0.0,0.0,0.0,,-0.0832605796116,4.76512416314e-05,-0.113235571816
1653900872829095094,,0.0,0.0,0.0,,-0.00405317032366,-0.0446909282554,-0.0481392266311
1653900872860572208,,0.0,0.0,0.0,,-0.0286621484701,0.00746603709306,-0.058581518655
1653900872893288374,,0.0,0.0,0.0,,-0.0584956677128,-0.014312741447,-0.0842849612448
1653900872924151232,,0.0,0.0,0.0,,-0.0138201273934,-0.00418944060173,-0.0677684432538
1653900872957920611,,0.0,0.0,0.0,,-0.027378873319,-0.0159712100951,-0.140723401326
1653900872991324687,,0.0,0.0,0.0,,0.0195579532036,-0.0378249873139,-0.0595887047533
1653900873024861477,,0.0,0.0,0.0,,0.0200104265557,-0.0533988191376,-0.0914402780915
1653900873057889824,,0.0,0.0,0.0,,0.00449615878415,-0.0229185663578,-0.0964272233201
1653900873091253730,,0.0,0.0,0.0,,-0.0177424502356,-0.0276444702941,-0.0743453284551
1653900873123620706,,0.0,0.0,0.0,,0.00437773771137,-0.0296479435365,-0.0824118352258
1653900873158086708,,0.0,0.0,0.0,,-0.0349210430089,0.0167977296857,-0.0735643390122
1653900873191172340,,0.0,0.0,0.0,,0.00877327126718,-0.0368309146452,-0.047850544417
1653900873224535152,,0.0,0.0,0.0,,0.0270298866709,0.0195850605169,-0.0699478605684
1653900873255379562,,0.0,0.0,0.0,,-0.00817168101169,0.00702244832298,-0.0373201002641
1653900873288291088,,0.0,0.0,0.0,,0.0259489692141,-0.0136013212161,-0.0775930834055
1653900873319890713,,0.0,0.0,0.0,,0.0274414856097,0.0037965446419,-0.0890625184866
1653900873354157600,,0.0,0.0,0.0,,-0.0257591846707,0.00411478876854,-0.0856488112838
1653900873389033439,,0.0,0.0,0.0,,-0.0100511036113,0.027068493248,-0.0689641532454
1653900873419430270,,0.0,0.0,0.0,,-0.0109992059053,0.000922369022643,-0.110351204273
1653900873453440708,,0.0,0.0,0.0,,-0.0282851340341,0.0208021148496,-0.0640891590861
1653900873488789601,,0.0,0.0,0.0,,-0.0226572582612,0.0454961835461,-0.0717110098696
1653900873520420057,,0.0,0.0,0.0,,-0.0326055488493,0.00327080683879,-0.0788033609099
1653900873550572377,,0.0,0.0,0.0,,-0.0265915139242,0.027622005375,-0.0575100860898
1653900873584844516,,0.0,0.0,0.0,,-0.0341925939957,0.0277994035305,-0.114674980822
1653900873616605089,,0.0,0.0,0.0,,-0.0220226376378,-0.00345479505956,-0.0751788783381
1653900873650496968,,0.0,0.0,0.0,,0.0120634480956,-0.0152922466029,-0.0526398944073
1653900873684608448,,0.0,0.0,0.0,,0.0106296019578,-0.00853324081066,-0.0424410345943
1653900873718112367,,0.0,0.0,0.0,,-0.0354794243137,-0.0384286052818,-0.0669379883002
1653900873751399186,,0.0,0.0,0.0,,-0.0140495790608,-0.00835540242819,-0.134956960758
1653900873783360841,,0.0,0.0,0.0,,0.0116767686751,0.00653075474402,-0.0544441849261
1653900873817155277,,0.0,0.0,0.0,,-0.00234950503321,-0.0127229882373,-0.0882755526282
1653900873851329312,,0.0,0.0,0.0,,-0.00845544735725,0.00937966399943,-0.0742435693087
1653900873883855332,,0.0,0.0,0.0,,-0.002205030524,-0.0717285389098,-0.073237236984
1653900873915181251,,0.0,0.0,0.0,,0.00498657170264,0.0401520140879,-0.0715810761928
1653900873947993450,,0.0,0.0,0.0,,0.0155107592955,-0.0164053806746,-0.0632664948171
1653900873984217379,,0.0,0.0,0.0,,0.017118575154,0.0233055125826,-0.025078373559
1653900874015803063,,0.0,0.0,0.0,,-0.014872003206,0.00495813036805,-0.136978803474
1653900874047264703,,0.0,0.0,0.0,,0.027533346318,0.0161749818521,-0.122682257046
1653900874079619919,,0.0,0.0,0.0,,0.00860034208317,0.0164899709667,-0.0969510668129
1653900874117078371,,0.0,0.0,0.0,,-0.0255892570347,0.0464917369785,-0.0811287201571
1653900874147453769,,0.0,0.0,0.0,,-0.0281912656238,0.0302155295885,-0.0775851859992
1653900874180506217,,0.0,0.0,0.0,,0.0443052493509,0.0493065219685,-0.10953766471
1653900874213886932,,0.0,0.0,0.0,,-0.0307845363732,0.0146136432965,-0.12663907101
1653900874245022553,,0.0,0.0,0.0,,-0.0573438270124,0.0415259493281,-0.0619129967835
1653900874277524683,,0.0,0.0,0.0,,-0.0261478251026,-0.0143837113814,-0.136167878593
1653900874311870308,,0.0,0.0,0.0,,-0.0468624214833,0.0197429019198,-0.0496922408936
1653900874345020251,,0.0,0.0,0.0,,-0.0404583654144,0.00320527971144,-0.0519286475991
1653900874376800325,,0.0,0.0,0.0,,-0.035998978928,-0.0738210580755,-0.0799285812148
1653900874413585533,,0.0,0.0,0.0,,0.00410360966986,-0.0690505844868,-0.0731009533657
1653900874442096701,,0.0,0.0,0.0,,-0.0621695824446,0.0276633333556,-0.033109928971
