rosbagTimestamp,channels
1653996685385890010,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653996685687115083,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653996686908957255,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653996686936047543,"[1500, 1500, 1500, 1499, 1536, 1500, 1500, 1500]"
1653996686976638422,"[1500, 1500, 1500, 1499, 1537, 1500, 1500, 1500]"
1653996687006479121,"[1500, 1500, 1500, 1499, 1538, 1500, 1500, 1500]"
1653996687036674793,"[1500, 1500, 1500, 1499, 1538, 1500, 1500, 1500]"
1653996687071724986,"[1500, 1500, 1500, 1499, 1539, 1500, 1500, 1500]"
1653996687107220521,"[1500, 1500, 1500, 1498, 1540, 1500, 1500, 1500]"
1653996687135779686,"[1500, 1500, 1500, 1498, 1540, 1500, 1500, 1500]"
1653996687170754750,"[1500, 1500, 1500, 1498, 1541, 1500, 1500, 1500]"
1653996687206879645,"[1500, 1500, 1500, 1498, 1542, 1500, 1500, 1500]"
1653996687237973531,"[1500, 1500, 1500, 1497, 1543, 1500, 1500, 1500]"
1653996687268575492,"[1500, 1500, 1500, 1497, 1543, 1500, 1500, 1500]"
1653996687306793126,"[1500, 1500, 1500, 1496, 1544, 1500, 1500, 1500]"
1653996687336046383,"[1500, 1500, 1500, 1496, 1544, 1500, 1500, 1500]"
1653996687367331717,"[1500, 1500, 1500, 1496, 1545, 1500, 1500, 1500]"
1653996687407325549,"[1500, 1500, 1500, 1496, 1546, 1500, 1500, 1500]"
1653996687436568355,"[1500, 1500, 1500, 1496, 1546, 1500, 1500, 1500]"
1653996687467294875,"[1500, 1500, 1500, 1496, 1547, 1500, 1500, 1500]"
1653996687501444726,"[1500, 1500, 1500, 1497, 1548, 1500, 1500, 1500]"
1653996687534834130,"[1500, 1500, 1500, 1497, 1548, 1500, 1500, 1500]"
1653996687570010142,"[1500, 1500, 1500, 1497, 1549, 1500, 1500, 1500]"
1653996687597861594,"[1500, 1500, 1500, 1498, 1549, 1500, 1500, 1500]"
1653996687636300540,"[1500, 1500, 1500, 1498, 1550, 1500, 1500, 1500]"
