rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653913677767131027,,,"""distance-confidence""",2,0,0,"[2166.0, 100.0]"
1653913677860428210,,,"""distance-confidence""",2,0,0,"[2164.0, 100.0]"
1653913677928705748,,,"""distance-confidence""",2,0,0,"[2164.0, 100.0]"
1653913678025262808,,,"""distance-confidence""",2,0,0,"[2164.0, 100.0]"
1653913678086693513,,,"""distance-confidence""",2,0,0,"[2164.0, 100.0]"
1653913678182009140,,,"""distance-confidence""",2,0,0,"[2162.0, 100.0]"
1653913678263574006,,,"""distance-confidence""",2,0,0,"[2162.0, 100.0]"
1653913678342315407,,,"""distance-confidence""",2,0,0,"[2162.0, 100.0]"
1653913678424568982,,,"""distance-confidence""",2,0,0,"[2162.0, 100.0]"
1653913678500353066,,,"""distance-confidence""",2,0,0,"[2159.0, 100.0]"
1653913678579897968,,,"""distance-confidence""",2,0,0,"[2159.0, 100.0]"
1653913678663547963,,,"""distance-confidence""",2,0,0,"[2159.0, 100.0]"
1653913678742039999,,,"""distance-confidence""",2,0,0,"[2159.0, 100.0]"
1653913678837334163,,,"""distance-confidence""",2,0,0,"[2156.0, 100.0]"
1653913678904808340,,,"""distance-confidence""",2,0,0,"[2156.0, 100.0]"
1653913678997006224,,,"""distance-confidence""",2,0,0,"[2156.0, 100.0]"
1653913679063155148,,,"""distance-confidence""",2,0,0,"[2156.0, 100.0]"
1653913679156093939,,,"""distance-confidence""",2,0,0,"[2154.0, 100.0]"
1653913679238565978,,,"""distance-confidence""",2,0,0,"[2154.0, 100.0]"
1653913679317230538,,,"""distance-confidence""",2,0,0,"[2154.0, 100.0]"
1653913679383522511,,,"""distance-confidence""",2,0,0,"[2154.0, 100.0]"
1653913679478332427,,,"""distance-confidence""",2,0,0,"[2151.0, 100.0]"
1653913679557336675,,,"""distance-confidence""",2,0,0,"[2151.0, 100.0]"
1653913679641163191,,,"""distance-confidence""",2,0,0,"[2151.0, 100.0]"
1653913679718458233,,,"""distance-confidence""",2,0,0,"[2151.0, 100.0]"
1653913679814854618,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653913679881873617,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653913679957710273,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653913680039638655,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653913680136950684,,,"""distance-confidence""",2,0,0,"[2145.0, 100.0]"
1653913680202161591,,,"""distance-confidence""",2,0,0,"[2145.0, 100.0]"
1653913680298964576,,,"""distance-confidence""",2,0,0,"[2145.0, 100.0]"
1653913680359102566,,,"""distance-confidence""",2,0,0,"[2145.0, 100.0]"
1653913680458360156,,,"""distance-confidence""",2,0,0,"[2143.0, 100.0]"
1653913680536003890,,,"""distance-confidence""",2,0,0,"[2143.0, 100.0]"
1653913680615700551,,,"""distance-confidence""",2,0,0,"[2143.0, 100.0]"
1653913680697946939,,,"""distance-confidence""",2,0,0,"[2143.0, 100.0]"
1653913680793603164,,,"""distance-confidence""",2,0,0,"[2141.0, 100.0]"
1653913680904339421,,,"""distance-confidence""",2,0,0,"[2141.0, 100.0]"
1653913680987309741,,,"""distance-confidence""",2,0,0,"[2141.0, 100.0]"
1653913681080203018,,,"""distance-confidence""",2,0,0,"[2139.0, 100.0]"
1653913681191104998,,,"""distance-confidence""",2,0,0,"[2139.0, 100.0]"
1653913681273722915,,,"""distance-confidence""",2,0,0,"[2139.0, 100.0]"
1653913681367905618,,,"""distance-confidence""",2,0,0,"[2137.0, 100.0]"
1653913681478949163,,,"""distance-confidence""",2,0,0,"[2137.0, 100.0]"
1653913681561811859,,,"""distance-confidence""",2,0,0,"[2137.0, 100.0]"
1653913681655531436,,,"""distance-confidence""",2,0,0,"[2135.0, 100.0]"
1653913681719615036,,,"""distance-confidence""",2,0,0,"[2135.0, 100.0]"
1653913681815833385,,,"""distance-confidence""",2,0,0,"[2135.0, 100.0]"
1653913681946195651,,,"""distance-confidence""",2,0,0,"[2133.0, 100.0]"
1653913682009211273,,,"""distance-confidence""",2,0,0,"[2133.0, 100.0]"
1653913682106516114,,,"""distance-confidence""",2,0,0,"[2133.0, 100.0]"
1653913682233762867,,,"""distance-confidence""",2,0,0,"[2129.0, 100.0]"
1653913682295210980,,,"""distance-confidence""",2,0,0,"[2129.0, 100.0]"
1653913682391826680,,,"""distance-confidence""",2,0,0,"[2129.0, 100.0]"
1653913682456592303,,,"""distance-confidence""",2,0,0,"[2129.0, 100.0]"
1653913682553140297,,,"""distance-confidence""",2,0,0,"[2125.0, 100.0]"
1653913682631702334,,,"""distance-confidence""",2,0,0,"[2125.0, 100.0]"
1653913682710929627,,,"""distance-confidence""",2,0,0,"[2125.0, 100.0]"
1653913682791106650,,,"""distance-confidence""",2,0,0,"[2125.0, 100.0]"
1653913682874267921,,,"""distance-confidence""",2,0,0,"[2119.0, 100.0]"
1653913682952103500,,,"""distance-confidence""",2,0,0,"[2119.0, 100.0]"
1653913683033735773,,,"""distance-confidence""",2,0,0,"[2119.0, 100.0]"
1653913683112074722,,,"""distance-confidence""",2,0,0,"[2119.0, 100.0]"
1653913683210337100,,,"""distance-confidence""",2,0,0,"[2112.0, 100.0]"
1653913683274874103,,,"""distance-confidence""",2,0,0,"[2112.0, 100.0]"
1653913683369321287,,,"""distance-confidence""",2,0,0,"[2112.0, 100.0]"
1653913683431639070,,,"""distance-confidence""",2,0,0,"[2112.0, 100.0]"
1653913683528407474,,,"""distance-confidence""",2,0,0,"[2105.0, 100.0]"
1653913683593904339,,,"""distance-confidence""",2,0,0,"[2105.0, 100.0]"
1653913683690530444,,,"""distance-confidence""",2,0,0,"[2105.0, 100.0]"
1653913683815805783,,,"""distance-confidence""",2,0,0,"[2094.0, 100.0]"
