rosbagTimestamp,linear,x,y,z,angular,x,y,z
1653996819181891817,,0.0,0.0,0.0,,0.0354971601272,0.0509349084358,0.458104843058
1653996819214469360,,0.0,0.0,0.0,,0.097308878012,0.0358498486844,0.468983840302
1653996819249394780,,0.0,0.0,0.0,,0.113325604915,0.00221539586968,0.459256103459
1653996819283097421,,0.0,0.0,0.0,,0.0974249111866,0.0312373765812,0.485532588248
1653996819316475966,,0.0,0.0,0.0,,0.117022578205,-0.0750241185245,0.520041425338
1653996819347322489,,0.0,0.0,0.0,,0.0954017878101,-0.014298787584,0.407167640105
1653996819382926632,,0.0,0.0,0.0,,0.178728935086,0.00786377555029,0.432523490099
1653996819415527389,,0.0,0.0,0.0,,0.154364329635,-0.00939892726732,0.431349017727
1653996819448763774,,0.0,0.0,0.0,,0.184030522583,-0.0712177688259,0.469330152237
1653996819479594337,,0.0,0.0,0.0,,0.193950932126,-0.0175658324827,0.451531533033
1653996819511363236,,0.0,0.0,0.0,,0.162480928906,-0.00649895167569,0.481015912216
1653996819545042921,,0.0,0.0,0.0,,0.111399691672,-0.0150615542957,0.434751038903
1653996819579972237,,0.0,0.0,0.0,,0.154352483526,0.00943617314264,0.454542792684
1653996819611579362,,0.0,0.0,0.0,,0.136337766208,0.0105982657969,0.419913386746
1653996819646417963,,0.0,0.0,0.0,,0.147027612569,0.0748022707786,0.43976477128
1653996819677754287,,0.0,0.0,0.0,,0.0906297534165,0.086169613208,0.432881594783
1653996819713334864,,0.0,0.0,0.0,,0.105802618451,0.0731120924437,0.460820963831
1653996819743755451,,0.0,0.0,0.0,,0.0375575827399,0.0838733222854,0.460229245333
1653996819775771394,,0.0,0.0,0.0,,0.00833496522153,0.134314602811,0.442369874798
1653996819809603846,,0.0,0.0,0.0,,0.0111558600292,0.0920929747038,0.404765788075
1653996819847977746,,0.0,0.0,0.0,,0.045048712774,0.108248893391,0.458010874596
1653996819875726080,,0.0,0.0,0.0,,-0.00545946892117,0.0839400100113,0.462271631977
1653996819908891708,,0.0,0.0,0.0,,0.0636062033468,0.0783803294084,0.417570978706
1653996819945105744,,0.0,0.0,0.0,,0.0213091896944,0.00534070100285,0.4698233666
1653996819975753647,,0.0,0.0,0.0,,0.0446619799927,0.00444627972691,0.434202569377
1653996820006198776,,0.0,0.0,0.0,,0.0756708253811,-0.0436490442625,0.395959299677
1653996820042595381,,0.0,0.0,0.0,,0.054839148619,-0.0725905301274,0.422570357014
1653996820074938099,,0.0,0.0,0.0,,0.0200362398683,-0.0802653148769,0.378895619501
1653996820106095981,,0.0,0.0,0.0,,0.0752564916987,-0.101417943829,0.403907291994
1653996820140112868,,0.0,0.0,0.0,,0.0688961181579,-0.126842015673,0.37071524067
1653996820172160296,,0.0,0.0,0.0,,0.0975981738759,-0.0519833691538,0.358145664885
1653996820205115654,,0.0,0.0,0.0,,0.0894311886193,-0.0896780225845,0.410594233954
1653996820239156656,,0.0,0.0,0.0,,0.0487301180356,-0.0627969059714,0.398831901151
