rosbagTimestamp,channels
1653903647381604154,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903647581576265,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903648390023241,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903648420848936,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903648455768827,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903648489464470,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903648520723070,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1653903648549754052,"[1500, 1500, 1500, 1501, 1500, 1500, 1500, 1500]"
1653903648588156800,"[1500, 1500, 1500, 1501, 1500, 1500, 1500, 1500]"
1653903648620907852,"[1500, 1500, 1500, 1501, 1500, 1500, 1500, 1500]"
1653903648648815349,"[1500, 1500, 1500, 1501, 1500, 1500, 1500, 1500]"
1653903648688764812,"[1500, 1500, 1500, 1501, 1500, 1500, 1500, 1500]"
1653903648717560970,"[1500, 1500, 1500, 1502, 1500, 1500, 1500, 1500]"
1653903648749283468,"[1500, 1500, 1500, 1502, 1500, 1500, 1500, 1500]"
1653903648783611270,"[1500, 1500, 1500, 1502, 1500, 1500, 1500, 1500]"
1653903648816703011,"[1500, 1500, 1500, 1502, 1536, 1500, 1500, 1500]"
1653903648850357319,"[1500, 1500, 1500, 1502, 1536, 1500, 1500, 1500]"
1653903648882772855,"[1500, 1500, 1500, 1503, 1536, 1500, 1500, 1500]"
1653903648917332467,"[1500, 1500, 1500, 1503, 1536, 1500, 1500, 1500]"
1653903648947248960,"[1500, 1500, 1500, 1503, 1536, 1500, 1500, 1500]"
1653903648982651073,"[1500, 1500, 1500, 1503, 1536, 1500, 1500, 1500]"
1653903649014330747,"[1500, 1500, 1500, 1503, 1536, 1500, 1500, 1500]"
1653903649049573581,"[1500, 1500, 1500, 1503, 1536, 1500, 1500, 1500]"
1653903649080833630,"[1500, 1500, 1500, 1504, 1536, 1500, 1500, 1500]"
