rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653996925963919559,,,"""distance-confidence""",2,0,0,"[1025.0, 100.0]"
1653996926027426063,,,"""distance-confidence""",2,0,0,"[1025.0, 100.0]"
1653996926122923533,,,"""distance-confidence""",2,0,0,"[1025.0, 100.0]"
1653996926249034434,,,"""distance-confidence""",2,0,0,"[1030.0, 100.0]"
1653996926314113848,,,"""distance-confidence""",2,0,0,"[1030.0, 100.0]"
1653996926409035971,,,"""distance-confidence""",2,0,0,"[1030.0, 100.0]"
1653996926476141136,,,"""distance-confidence""",2,0,0,"[1030.0, 100.0]"
1653996926573294635,,,"""distance-confidence""",2,0,0,"[1045.0, 100.0]"
1653996926649184887,,,"""distance-confidence""",2,0,0,"[1045.0, 100.0]"
1653996926733709441,,,"""distance-confidence""",2,0,0,"[1045.0, 100.0]"
1653996926812491068,,,"""distance-confidence""",2,0,0,"[1045.0, 100.0]"
1653996926891868325,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996926972834802,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996927054948735,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996927134077259,,,"""distance-confidence""",2,0,0,"[1066.0, 100.0]"
1653996927213460154,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996927292657715,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996927381655209,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996927453206517,,,"""distance-confidence""",2,0,0,"[1090.0, 100.0]"
1653996927549950021,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996927615843138,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996927708932855,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996927774993424,,,"""distance-confidence""",2,0,0,"[1119.0, 100.0]"
1653996927871329140,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996927935718537,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996928027874633,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996928096456248,,,"""distance-confidence""",2,0,0,"[1151.0, 100.0]"
1653996928190502504,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996928274480704,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996928348794008,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996928428021149,,,"""distance-confidence""",2,0,0,"[1186.0, 100.0]"
1653996928509501476,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996928590199663,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996928669524826,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996928752713154,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996928831980757,,,"""distance-confidence""",2,0,0,"[1256.0, 100.0]"
1653996928908720654,,,"""distance-confidence""",2,0,0,"[1256.0, 100.0]"
1653996928990056172,,,"""distance-confidence""",2,0,0,"[1256.0, 100.0]"
1653996929068092486,,,"""distance-confidence""",2,0,0,"[1256.0, 100.0]"
1653996929168939282,,,"""distance-confidence""",2,0,0,"[1296.0, 100.0]"
1653996929231147443,,,"""distance-confidence""",2,0,0,"[1296.0, 100.0]"
1653996929323670379,,,"""distance-confidence""",2,0,0,"[1296.0, 100.0]"
1653996929390763280,,,"""distance-confidence""",2,0,0,"[1296.0, 100.0]"
1653996929487266658,,,"""distance-confidence""",2,0,0,"[1339.0, 100.0]"
1653996929562407015,,,"""distance-confidence""",2,0,0,"[1339.0, 100.0]"
1653996929645538531,,,"""distance-confidence""",2,0,0,"[1339.0, 100.0]"
1653996929712303649,,,"""distance-confidence""",2,0,0,"[1339.0, 100.0]"
1653996929805335512,,,"""distance-confidence""",2,0,0,"[1384.0, 100.0]"
1653996929887386247,,,"""distance-confidence""",2,0,0,"[1384.0, 100.0]"
1653996929965346565,,,"""distance-confidence""",2,0,0,"[1384.0, 100.0]"
1653996930044717243,,,"""distance-confidence""",2,0,0,"[1384.0, 100.0]"
1653996930125701930,,,"""distance-confidence""",2,0,0,"[1432.0, 100.0]"
1653996930207645534,,,"""distance-confidence""",2,0,0,"[1432.0, 100.0]"
1653996930283967353,,,"""distance-confidence""",2,0,0,"[1432.0, 100.0]"
1653996930364959877,,,"""distance-confidence""",2,0,0,"[1432.0, 100.0]"
1653996930463624713,,,"""distance-confidence""",2,0,0,"[1483.0, 100.0]"
1653996930525354069,,,"""distance-confidence""",2,0,0,"[1483.0, 100.0]"
1653996930621421150,,,"""distance-confidence""",2,0,0,"[1483.0, 100.0]"
1653996930684665182,,,"""distance-confidence""",2,0,0,"[1483.0, 100.0]"
1653996930781425012,,,"""distance-confidence""",2,0,0,"[1537.0, 100.0]"
1653996930870635083,,,"""distance-confidence""",2,0,0,"[1537.0, 100.0]"
1653996930944126533,,,"""distance-confidence""",2,0,0,"[1537.0, 100.0]"
1653996931021077876,,,"""distance-confidence""",2,0,0,"[1537.0, 100.0]"
1653996931100136432,,,"""distance-confidence""",2,0,0,"[1592.0, 100.0]"
1653996931184649803,,,"""distance-confidence""",2,0,0,"[1592.0, 100.0]"
1653996931262851567,,,"""distance-confidence""",2,0,0,"[1592.0, 100.0]"
1653996931344190627,,,"""distance-confidence""",2,0,0,"[1592.0, 100.0]"
1653996931437283026,,,"""distance-confidence""",2,0,0,"[1648.0, 100.0]"
