rosbagTimestamp,channels
1653996901491949982,"[1500, 1500, 1500, 1483, 1500, 1500, 1500, 1500]"
1653996901524501749,"[1500, 1500, 1500, 1483, 1500, 1500, 1500, 1500]"
1653996901560197276,"[1500, 1500, 1500, 1483, 1500, 1500, 1500, 1500]"
1653996901588574155,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996901627057425,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996901653344926,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996901690986539,"[1500, 1500, 1500, 1481, 1500, 1500, 1500, 1500]"
1653996901722206183,"[1500, 1500, 1500, 1481, 1500, 1500, 1500, 1500]"
1653996901754645721,"[1500, 1500, 1500, 1481, 1500, 1500, 1500, 1500]"
1653996901788263279,"[1500, 1500, 1500, 1481, 1500, 1500, 1500, 1500]"
1653996901824293124,"[1500, 1500, 1500, 1481, 1500, 1500, 1500, 1500]"
1653996901851599667,"[1500, 1500, 1500, 1481, 1500, 1500, 1500, 1500]"
1653996901886451264,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996901921172874,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996901951284239,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996901983185331,"[1500, 1500, 1500, 1482, 1500, 1500, 1500, 1500]"
1653996902020305629,"[1500, 1500, 1500, 1483, 1500, 1500, 1500, 1500]"
1653996902051234042,"[1500, 1500, 1500, 1483, 1500, 1500, 1500, 1500]"
1653996902087152595,"[1500, 1500, 1500, 1484, 1500, 1500, 1500, 1500]"
1653996902126636624,"[1500, 1500, 1500, 1484, 1500, 1500, 1500, 1500]"
1653996902151041674,"[1500, 1500, 1500, 1485, 1500, 1500, 1500, 1500]"
1653996902183220469,"[1500, 1500, 1500, 1485, 1500, 1500, 1500, 1500]"
1653996902218919862,"[1500, 1500, 1500, 1486, 1500, 1500, 1500, 1500]"
1653996902251118130,"[1500, 1500, 1500, 1486, 1500, 1500, 1500, 1500]"
1653996902281105877,"[1500, 1500, 1500, 1487, 1500, 1500, 1500, 1500]"
1653996902315064375,"[1500, 1500, 1500, 1488, 1500, 1500, 1500, 1500]"
1653996902350988962,"[1500, 1500, 1500, 1488, 1500, 1500, 1500, 1500]"
1653996902383064947,"[1500, 1500, 1500, 1489, 1500, 1500, 1500, 1500]"
1653996902415221224,"[1500, 1500, 1500, 1490, 1500, 1500, 1500, 1500]"
1653996902448815959,"[1500, 1500, 1500, 1490, 1500, 1500, 1500, 1500]"
1653996902485059377,"[1500, 1500, 1500, 1491, 1500, 1500, 1500, 1500]"
1653996902509723477,"[1500, 1500, 1500, 1491, 1500, 1500, 1500, 1500]"
1653996902550235962,"[1500, 1500, 1500, 1492, 1500, 1500, 1500, 1500]"
1653996902579894996,"[1500, 1500, 1500, 1492, 1500, 1500, 1500, 1500]"
1653996902610729426,"[1500, 1500, 1500, 1493, 1500, 1500, 1500, 1500]"
1653996902646199336,"[1500, 1500, 1500, 1493, 1500, 1500, 1500, 1500]"
1653996902680840386,"[1500, 1500, 1500, 1493, 1500, 1500, 1500, 1500]"
1653996902711514563,"[1500, 1500, 1500, 1494, 1500, 1500, 1500, 1500]"
1653996902746049128,"[1500, 1500, 1500, 1494, 1500, 1500, 1500, 1500]"
1653996902777233367,"[1500, 1500, 1500, 1494, 1500, 1500, 1500, 1500]"
1653996902812479086,"[1500, 1500, 1500, 1495, 1500, 1500, 1500, 1500]"
1653996902849923848,"[1500, 1500, 1500, 1495, 1500, 1500, 1500, 1500]"
1653996902880766270,"[1500, 1500, 1500, 1495, 1500, 1500, 1500, 1500]"
1653996902909887489,"[1500, 1500, 1500, 1496, 1500, 1500, 1500, 1500]"
1653996902942001485,"[1500, 1500, 1500, 1496, 1500, 1500, 1500, 1500]"
1653996902978018033,"[1500, 1500, 1500, 1496, 1500, 1500, 1500, 1500]"
1653996903010152460,"[1500, 1500, 1500, 1496, 1500, 1500, 1500, 1500]"
1653996903042024326,"[1500, 1500, 1500, 1496, 1500, 1500, 1500, 1500]"
1653996903075953178,"[1500, 1500, 1500, 1497, 1500, 1500, 1500, 1500]"
