rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653901202017912442,,,"""distance-confidence""",2,0,0,"[2147.0, 100.0]"
1653901202100663055,,,"""distance-confidence""",2,0,0,"[2147.0, 100.0]"
1653901202192871326,,,"""distance-confidence""",2,0,0,"[2147.0, 100.0]"
1653901202260060967,,,"""distance-confidence""",2,0,0,"[2147.0, 100.0]"
1653901202339397327,,,"""distance-confidence""",2,0,0,"[2147.0, 100.0]"
1653901202418859628,,,"""distance-confidence""",2,0,0,"[2147.0, 100.0]"
1653901202513008950,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901202578074279,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901202676589872,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901202802043557,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901202864820430,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901202963492760,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203089408206,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203153676925,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203248379743,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203318268597,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203412862841,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203475041107,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203572054907,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203638751839,,,"""distance-confidence""",2,0,0,"[2148.0, 100.0]"
1653901203732768060,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901203811728500,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901203892338485,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901203971251539,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901204052501654,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901204134283689,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901204208681057,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
1653901204290910765,,,"""distance-confidence""",2,0,0,"[2149.0, 100.0]"
