rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653996847919076267,,,"""distance-confidence""",2,0,0,"[1363.0, 100.0]"
1653996848012105793,,,"""distance-confidence""",2,0,0,"[1333.0, 100.0]"
1653996848078405482,,,"""distance-confidence""",2,0,0,"[1333.0, 100.0]"
1653996848172907305,,,"""distance-confidence""",2,0,0,"[1333.0, 100.0]"
1653996848238076014,,,"""distance-confidence""",2,0,0,"[1333.0, 100.0]"
1653996848333781689,,,"""distance-confidence""",2,0,0,"[1307.0, 100.0]"
1653996848414854749,,,"""distance-confidence""",2,0,0,"[1307.0, 100.0]"
1653996848495161828,,,"""distance-confidence""",2,0,0,"[1307.0, 100.0]"
1653996848564204660,,,"""distance-confidence""",2,0,0,"[1307.0, 100.0]"
1653996848655715393,,,"""distance-confidence""",2,0,0,"[1287.0, 100.0]"
1653996848734385095,,,"""distance-confidence""",2,0,0,"[1287.0, 100.0]"
1653996848813551981,,,"""distance-confidence""",2,0,0,"[1287.0, 100.0]"
1653996848895015057,,,"""distance-confidence""",2,0,0,"[1287.0, 100.0]"
1653996848972300746,,,"""distance-confidence""",2,0,0,"[1269.0, 100.0]"
1653996849055297060,,,"""distance-confidence""",2,0,0,"[1269.0, 100.0]"
1653996849136851291,,,"""distance-confidence""",2,0,0,"[1269.0, 100.0]"
1653996849213079683,,,"""distance-confidence""",2,0,0,"[1269.0, 100.0]"
1653996849307788086,,,"""distance-confidence""",2,0,0,"[1253.0, 100.0]"
1653996849373649660,,,"""distance-confidence""",2,0,0,"[1253.0, 100.0]"
1653996849454769793,,,"""distance-confidence""",2,0,0,"[1253.0, 100.0]"
1653996849538036298,,,"""distance-confidence""",2,0,0,"[1253.0, 100.0]"
1653996849630220252,,,"""distance-confidence""",2,0,0,"[1240.0, 100.0]"
1653996849693343870,,,"""distance-confidence""",2,0,0,"[1240.0, 100.0]"
1653996849790749749,,,"""distance-confidence""",2,0,0,"[1240.0, 100.0]"
1653996849920450989,,,"""distance-confidence""",2,0,0,"[1230.0, 100.0]"
1653996850029273909,,,"""distance-confidence""",2,0,0,"[1230.0, 100.0]"
1653996850112544876,,,"""distance-confidence""",2,0,0,"[1230.0, 100.0]"
1653996850192000354,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996850271168584,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996850352682194,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996850431282538,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996850525308337,,,"""distance-confidence""",2,0,0,"[1216.0, 100.0]"
1653996850593254271,,,"""distance-confidence""",2,0,0,"[1216.0, 100.0]"
1653996850689331978,,,"""distance-confidence""",2,0,0,"[1216.0, 100.0]"
1653996850815141974,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996850928698826,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996851009490983,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996851084989848,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851168420172,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851247401626,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851326998147,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851406482863,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851488834681,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851567976087,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851647185367,,,"""distance-confidence""",2,0,0,"[1210.0, 100.0]"
1653996851728465375,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996851809983796,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996851887226894,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996851967148064,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996852066958498,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996852128185844,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996852211584452,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996852291423264,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996852380376047,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996852448057540,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996852547312065,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996852658035932,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996852736919677,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996852818623690,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996852898127239,,,"""distance-confidence""",2,0,0,"[1219.0, 100.0]"
1653996852993023288,,,"""distance-confidence""",2,0,0,"[1220.0, 100.0]"
1653996853107025567,,,"""distance-confidence""",2,0,0,"[1220.0, 100.0]"
1653996853187372024,,,"""distance-confidence""",2,0,0,"[1220.0, 100.0]"
1653996853262066255,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996853343588868,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996853426541486,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996853504371631,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996853598691474,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996853661162029,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996853745417059,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996853824419162,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996853918338398,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996853985197977,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996854078886542,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996854146391322,,,"""distance-confidence""",2,0,0,"[1223.0, 100.0]"
1653996854243917308,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996854351515465,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996854436955686,,,"""distance-confidence""",2,0,0,"[1222.0, 100.0]"
1653996854525536835,,,"""distance-confidence""",2,0,0,"[1221.0, 100.0]"
1653996854642078524,,,"""distance-confidence""",2,0,0,"[1221.0, 100.0]"
1653996854720268088,,,"""distance-confidence""",2,0,0,"[1221.0, 100.0]"
1653996854798644522,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996854879756232,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996854963545375,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996855038418430,,,"""distance-confidence""",2,0,0,"[1217.0, 100.0]"
1653996855122781960,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996855201694511,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996855281169209,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996855360438868,,,"""distance-confidence""",2,0,0,"[1214.0, 100.0]"
1653996855456715725,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996855521900201,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996855601921975,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996855682225356,,,"""distance-confidence""",2,0,0,"[1212.0, 100.0]"
1653996855779395076,,,"""distance-confidence""",2,0,0,"[1209.0, 100.0]"
1653996855841713285,,,"""distance-confidence""",2,0,0,"[1209.0, 100.0]"
1653996855940492501,,,"""distance-confidence""",2,0,0,"[1209.0, 100.0]"
1653996856002013603,,,"""distance-confidence""",2,0,0,"[1209.0, 100.0]"
1653996856095515121,,,"""distance-confidence""",2,0,0,"[1206.0, 100.0]"
1653996856162003325,,,"""distance-confidence""",2,0,0,"[1206.0, 100.0]"
1653996856254890441,,,"""distance-confidence""",2,0,0,"[1206.0, 100.0]"
1653996856320238968,,,"""distance-confidence""",2,0,0,"[1206.0, 100.0]"
1653996856416005503,,,"""distance-confidence""",2,0,0,"[1204.0, 100.0]"
1653996856481078742,,,"""distance-confidence""",2,0,0,"[1204.0, 100.0]"
1653996856581527654,,,"""distance-confidence""",2,0,0,"[1204.0, 100.0]"
1653996856714726210,,,"""distance-confidence""",2,0,0,"[1201.0, 100.0]"
1653996856770501837,,,"""distance-confidence""",2,0,0,"[1201.0, 100.0]"
1653996856864318063,,,"""distance-confidence""",2,0,0,"[1201.0, 100.0]"
1653996856928838191,,,"""distance-confidence""",2,0,0,"[1201.0, 100.0]"
1653996857027944455,,,"""distance-confidence""",2,0,0,"[1199.0, 100.0]"
1653996857139519861,,,"""distance-confidence""",2,0,0,"[1199.0, 100.0]"
1653996857218287462,,,"""distance-confidence""",2,0,0,"[1199.0, 100.0]"
1653996857316701399,,,"""distance-confidence""",2,0,0,"[1196.0, 100.0]"
1653996857380042288,,,"""distance-confidence""",2,0,0,"[1196.0, 100.0]"
1653996857463828606,,,"""distance-confidence""",2,0,0,"[1196.0, 100.0]"
1653996857537055866,,,"""distance-confidence""",2,0,0,"[1196.0, 100.0]"
