rosbagTimestamp,data
1653900096989264145,0.0
1653900097021084712,0.00416772765918
1653900097054037260,0.00833200724438
1653900097088190140,0.0126839260961
1653900097120050545,0.0166809972517
1653900097152088701,0.0207329185822
1653900097186918235,0.0251538209665
1653900097219726565,0.0292739209238
1653900097254703205,0.0335993198913
1653900097286904689,0.0376743061268
1653900097317581154,0.0415125387715
1653900097349729399,0.0454763069195
1653900097381385726,0.0494278236399
1653900097418876117,0.0540387547662
1653900097449479886,0.057856756766
1653900097481903381,0.0618555346654
1653900097515068908,0.0659157605469
1653900097549496499,0.0701291737841
1653900097578731782,0.0736981171688
1653900097616200281,0.0782735915825
1653900097648367272,0.0821628410637
1653900097681260309,0.0861525165551
1653900097711156294,0.0897480539029
1653900097748824661,0.0942532965853
1653900097778505527,0.0978294675944
1653900097814647920,0.102119815561
1653900097847023405,0.105990273875
1653900097878698505,0.109738178756
1653900097911228058,0.113587971545
1653900097948253276,0.117860996602
1653900097978018441,0.121400607414
1653900098011613214,0.125362590896
1653900098041173965,0.128793969294
1653900098081050411,0.133431844632
1653900098111000592,0.136888559207
1653900098144252025,0.140710692178
1653900098178772445,0.144703966504
1653900098210876707,0.148363250232
1653900098239528817,0.151609587315
1653900098277013026,0.15584688545
1653900098308629430,0.1594450438
1653900098340716145,0.163047689599
1653900098375430811,0.166929573954
1653900098409064401,0.170703239818
1653900098439490146,0.174051133881
1653900098472250626,0.177690432108
1653900098507047619,0.181530357244
1653900098539794644,0.185024731226
1653900098572462623,0.188647673798
1653900098606919122,0.192422661769
1653900098637530458,0.195670276097
1653900098670224346,0.199202124183
1653900098703395559,0.202790222804
1653900098737446257,0.206385479509
1653900098769590016,0.209817251955
1653900098803191946,0.213378880409
1653900098835183123,0.216698423007
1653900098870422396,0.220342175854
1653900098903987878,0.223856093754
1653900098935400879,0.227076233427
1653900098968650362,0.230533475038
1653900099001550625,0.233831306504
1653900099034723722,0.237260056623
1653900099068766540,0.240737528107
1653900099103692615,0.244149926061
1653900099132807285,0.247115816064
1653900099167462264,0.25059442093
1653900099200594762,0.253843230333
1653900099234294250,0.257125870301
1653900099267865122,0.260397538152
1653900099299637307,0.263522130008
1653900099329897163,0.266450963495
1653900099360847241,0.26941024052
