rosbagTimestamp,linear,x,y,z,angular,x,y,z
1653925095303977693,,0.0,0.0,0.0,,-0.61910339413,-1.46887518986,-9.28775014376
1653925095335061013,,0.0,0.0,0.0,,-0.5680812407,-1.81427838979,-8.65227019716
1653925095367933534,,0.0,0.0,0.0,,-0.499587516734,-2.14744818732,-7.988526074
1653925095404536432,,0.0,0.0,0.0,,-0.500001490231,-2.25200728445,-7.33375425808
1653925095436142346,,0.0,0.0,0.0,,-0.376006876369,-2.3899393262,-6.72692225929
1653925095467818480,,0.0,0.0,0.0,,-0.285450093918,-2.47225228377,-6.10120393367
1653925095501761768,,0.0,0.0,0.0,,-0.152931323931,-2.64406569234,-5.49730763556
1653925095533271422,,0.0,0.0,0.0,,-0.126917081053,-2.70919987037,-4.90467346562
1653925095568202866,,0.0,0.0,0.0,,-0.0980116938054,-2.80815223597,-4.22208485054
1653925095598673777,,0.0,0.0,0.0,,0.0413742977842,-2.9653076317,-3.72116432634
1653925095631813501,,0.0,0.0,0.0,,0.129114547676,-3.00676922784,-3.15687437424
1653925095664315714,,0.0,0.0,0.0,,0.156434103737,-3.10287745998,-2.56337853324
1653925095699445591,,0.0,0.0,0.0,,0.325837429367,-3.08314696446,-1.95206059427
1653925095731864716,,0.0,0.0,0.0,,0.413658187447,-3.13115294904,-1.3570810014
1653925095765454526,,0.0,0.0,0.0,,0.517118584621,-3.1232638671,-0.769755542632
1653925095798920409,,0.0,0.0,0.0,,0.603426295716,-3.19339091342,-0.263598717938
1653925095830761179,,0.0,0.0,0.0,,0.609244603033,-3.21329984763,0.194036549614
1653925095862844459,,0.0,0.0,0.0,,0.644710040133,-3.12445530823,0.704324144652
1653925095898534051,,0.0,0.0,0.0,,0.597935037067,-3.13899784819,1.21049436292
1653925095930858468,,0.0,0.0,0.0,,0.598732034766,-3.09599348307,1.65023602895
1653925095964553726,,0.0,0.0,0.0,,0.602197555357,-3.08461438791,2.03516926887
1653925095995360676,,0.0,0.0,0.0,,0.513565018623,-3.08004584513,2.42802254003
1653925096028550233,,0.0,0.0,0.0,,0.499784898529,-3.11894718755,2.73869561541
1653925096062776368,,0.0,0.0,0.0,,0.495462135836,-3.12625591685,3.08604830075
1653925096094304693,,0.0,0.0,0.0,,0.461984870754,-3.04225654289,3.29845459078
1653925096128178883,,0.0,0.0,0.0,,0.516121377002,-2.90636608737,3.60935370274
1653925096160105890,,0.0,0.0,0.0,,0.580698147562,-2.83184018579,3.91531501482
1653925096193084046,,0.0,0.0,0.0,,0.585519087177,-2.64982332837,4.13548616271
1653925096228076381,,0.0,0.0,0.0,,0.61330984625,-2.52033019878,4.37538545825
1653925096260755213,,0.0,0.0,0.0,,0.650807744875,-2.34663443276,4.53562297684
1653925096292714691,,0.0,0.0,0.0,,0.618308210701,-2.07444435071,4.73739701021
1653925096323986835,,0.0,0.0,0.0,,0.704449809461,-1.88787559909,4.91927128743
1653925096357470003,,0.0,0.0,0.0,,0.680834270323,-1.66681193757,5.0586101347
1653925096392817854,,0.0,0.0,0.0,,0.66147906168,-1.46766379178,5.12801638261
1653925096424238524,,0.0,0.0,0.0,,0.627757243809,-1.23728983536,5.18867700018
1653925096458524579,,0.0,0.0,0.0,,0.638059516955,-1.07575265984,5.19676479793
1653925096489939580,,0.0,0.0,0.0,,0.613690789378,-0.862994401631,5.2549857573
1653925096523490522,,0.0,0.0,0.0,,0.696921873779,-0.694163811375,5.3430042707
1653925096559093257,,0.0,0.0,0.0,,0.64716549314,-0.529336405664,5.38174254235
1653925096589267687,,0.0,0.0,0.0,,0.625436526956,-0.50906520462,5.48622864184
1653925096623368184,,0.0,0.0,0.0,,0.498403119243,-0.590690554235,5.43116493741
1653925096656904245,,0.0,0.0,0.0,,0.544592326866,-0.670153722091,5.46884837173
1653925096689182136,,0.0,0.0,0.0,,0.476154418352,-0.709672502938,5.43259116629
