rosbagTimestamp,layout,dim,-,label,size,stride,data_offset,data
1653914510594400505,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914510662345916,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914510754906767,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914510835127578,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914510915181761,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914510995323904,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511075640476,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511154475254,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511242519497,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511314585376,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511409089399,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914511476648805,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914511574333033,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914511639470992,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914511733666581,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511795257365,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511891644075,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914511956603297,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512053645834,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512130218652,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512213738992,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512294448803,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512388937243,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512450070038,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512535242685,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512615070308,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512712006561,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512771662983,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512871049843,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914512931616171,,,"""distance-confidence""",2,0,0,"[2170.0, 100.0]"
1653914513030055599,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914513108177660,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914513188697258,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914513269401758,,,"""distance-confidence""",2,0,0,"[2171.0, 100.0]"
1653914513348646591,,,"""distance-confidence""",2,0,0,"[2172.0, 100.0]"
1653914513431141501,,,"""distance-confidence""",2,0,0,"[2172.0, 100.0]"
1653914513508037966,,,"""distance-confidence""",2,0,0,"[2172.0, 100.0]"
1653914513588331098,,,"""distance-confidence""",2,0,0,"[2172.0, 100.0]"
1653914513687326310,,,"""distance-confidence""",2,0,0,"[2174.0, 100.0]"
1653914513751425402,,,"""distance-confidence""",2,0,0,"[2174.0, 100.0]"
1653914513847527744,,,"""distance-confidence""",2,0,0,"[2174.0, 100.0]"
1653914513910879268,,,"""distance-confidence""",2,0,0,"[2174.0, 100.0]"
1653914514008251486,,,"""distance-confidence""",2,0,0,"[2176.0, 100.0]"
1653914514082707761,,,"""distance-confidence""",2,0,0,"[2176.0, 100.0]"
1653914514164185498,,,"""distance-confidence""",2,0,0,"[2176.0, 100.0]"
1653914514244215531,,,"""distance-confidence""",2,0,0,"[2176.0, 100.0]"
1653914514322571203,,,"""distance-confidence""",2,0,0,"[2179.0, 100.0]"
1653914514409221262,,,"""distance-confidence""",2,0,0,"[2179.0, 100.0]"
1653914514489245758,,,"""distance-confidence""",2,0,0,"[2179.0, 100.0]"
1653914514566319295,,,"""distance-confidence""",2,0,0,"[2179.0, 100.0]"
1653914514660634065,,,"""distance-confidence""",2,0,0,"[2180.0, 100.0]"
1653914514724182770,,,"""distance-confidence""",2,0,0,"[2180.0, 100.0]"
1653914514822677926,,,"""distance-confidence""",2,0,0,"[2180.0, 100.0]"
